customer_id,customer_type,risk_level,investment_horizon,account_open_date,portfolio_value,cash_balance
CUS000329,INDIVIDUAL,MEDIUM,LONG,2019-08-28,233573000,223148187
CUS000330,INDIVIDUAL,HIGH,SHORT,2020-11-30,178574000,206248378
CUS000331,INSTITUTION,LOW,LONG,2022-08-11,5621813000,5642173198
CUS000332,INDIVIDUAL,HIGH,SHORT,2021-02-18,429373000,45955910
CUS000333,INDIVIDUAL,LOW,LONG,2021-04-01,96101000,23899600
CUS000334,INDIVIDUAL,MEDIUM,LONG,2022-06-06,201327000,120383919
CUS000335,INDIVIDUAL,LOW,MEDIUM,2021-04-26,191494000,257126557
CUS000336,INDIVIDUAL,MEDIUM,MEDIUM,2016-09-12,505445000,123102767
CUS000337,INDIVIDUAL,HIGH,MEDIUM,2020-07-22,1985100000,5717325537
CUS000338,INDIVIDUAL,MEDIUM,MEDIUM,2015-08-05,38416000,33911163
CUS000339,INDIVIDUAL,HIGH,SHORT,2016-03-11,128341000,622807888
CUS000340,INDIVIDUAL,MEDIUM,MEDIUM,2021-06-30,580751000,141576473
CUS000341,INDIVIDUAL,HIGH,SHORT,2022-10-07,866702000,192475561
CUS000342,INSTITUTION,LOW,LONG,2019-03-20,1075580000,2963021577
CUS000343,INDIVIDUAL,LOW,MEDIUM,2017-07-04,18396000,172482630
CUS000344,INDIVIDUAL,HIGH,SHORT,2020-06-01,85089000,68972824
CUS000345,INDIVIDUAL,MEDIUM,LONG,2022-01-25,50097000,16685906
CUS000346,INDIVIDUAL,MEDIUM,MEDIUM,2018-05-06,467404000,261816129
CUS000347,INDIVIDUAL,MEDIUM,SHORT,2021-02-22,33897000,26736095
CUS000348,INDIVIDUAL,MEDIUM,MEDIUM,2019-06-04,43596000,164284588
CUS000349,INDIVIDUAL,LOW,SHORT,2020-04-13,152195000,32948953
CUS000350,INDIVIDUAL,LOW,SHORT,2021-04-14,198060000,226214462
CUS000351,INDIVIDUAL,LOW,LONG,2019-12-03,1483620000,507314095
CUS000352,INDIVIDUAL,MEDIUM,SHORT,2019-10-29,799317000,3737752447
CUS000353,INDIVIDUAL,HIGH,MEDIUM,2018-02-06,432704000,48987671
CUS000354,INDIVIDUAL,HIGH,MEDIUM,2015-08-29,693991000,422224047
CUS000355,INDIVIDUAL,MEDIUM,MEDIUM,2020-04-24,495936000,204673847
CUS000356,INDIVIDUAL,LOW,LONG,2017-04-16,106357000,22874455
CUS000357,INDIVIDUAL,MEDIUM,LONG,2019-05-02,2312387000,287491216
CUS000358,INSTITUTION,MEDIUM,MEDIUM,2022-01-27,2379792000,635741205
CUS000359,INDIVIDUAL,HIGH,MEDIUM,2017-05-09,20234000,48848428
CUS000360,INDIVIDUAL,HIGH,SHORT,2018-01-01,125531000,90243731
CUS000361,INDIVIDUAL,HIGH,MEDIUM,2019-06-27,255766000,49872831
CUS000362,INDIVIDUAL,MEDIUM,SHORT,2014-11-23,153051000,30618202
CUS000363,INDIVIDUAL,HIGH,SHORT,2021-04-15,35893000,12305696
CUS000364,INDIVIDUAL,HIGH,SHORT,2021-12-09,81851000,123224562
CUS000365,INSTITUTION,MEDIUM,SHORT,2021-11-16,1910684000,1628694108
CUS000366,INDIVIDUAL,MEDIUM,LONG,2020-09-17,282101000,123717237
CUS000367,INDIVIDUAL,LOW,MEDIUM,2020-05-08,268082000,166127325
CUS000368,INDIVIDUAL,LOW,MEDIUM,2020-04-16,383637000,162170935
CUS000369,INDIVIDUAL,HIGH,MEDIUM,2016-04-08,237569000,47173889
CUS000370,INDIVIDUAL,MEDIUM,SHORT,2022-10-31,199217000,96522623
CUS000371,INDIVIDUAL,MEDIUM,MEDIUM,2019-11-04,22625000,45302544
CUS000372,INDIVIDUAL,HIGH,SHORT,2014-05-05,149462000,19935078
CUS000373,INDIVIDUAL,MEDIUM,LONG,2020-12-31,96151000,16037932
CUS000374,INDIVIDUAL,LOW,LONG,2014-01-02,41648000,177338452
CUS000375,INDIVIDUAL,LOW,MEDIUM,2020-07-31,339638000,121938026
CUS000376,INDIVIDUAL,MEDIUM,MEDIUM,2021-08-27,0,51137483
CUS000377,INDIVIDUAL,MEDIUM,MEDIUM,2021-07-26,134400000,245454353
CUS000378,INDIVIDUAL,MEDIUM,MEDIUM,2022-10-19,5854000,13126408
CUS000379,INDIVIDUAL,HIGH,LONG,2020-12-28,18178000,3786367
CUS000380,INDIVIDUAL,MEDIUM,MEDIUM,2016-10-12,210591000,31056560
CUS000381,INDIVIDUAL,HIGH,SHORT,2019-07-12,276121000,248177256
CUS000382,INDIVIDUAL,MEDIUM,MEDIUM,2021-08-23,102339000,32382775
CUS000383,INDIVIDUAL,MEDIUM,MEDIUM,2020-04-03,243347000,20273769
CUS000384,INDIVIDUAL,MEDIUM,LONG,2022-06-08,33359000,92154434
CUS000385,INDIVIDUAL,MEDIUM,SHORT,2019-07-26,190664000,129859467
CUS000386,INDIVIDUAL,MEDIUM,MEDIUM,2021-04-12,173765000,50023293
CUS000387,INDIVIDUAL,MEDIUM,LONG,2019-07-05,25773000,305336751
CUS000388,INDIVIDUAL,MEDIUM,MEDIUM,2022-10-20,5208000,12297851
CUS000389,INDIVIDUAL,HIGH,SHORT,2015-10-11,160840000,88022319
CUS000390,INSTITUTION,LOW,LONG,2019-01-21,15958729000,2804733861
CUS000391,INDIVIDUAL,MEDIUM,MEDIUM,2020-04-22,100822000,376111020
CUS000392,INDIVIDUAL,HIGH,MEDIUM,2015-03-12,977427000,240264104
CUS000393,INDIVIDUAL,HIGH,MEDIUM,2018-04-11,102487000,104475496
CUS000394,INDIVIDUAL,HIGH,SHORT,2014-06-20,7360000,76561639
CUS000395,INDIVIDUAL,MEDIUM,MEDIUM,2022-05-18,111992000,18487964
CUS000396,INDIVIDUAL,HIGH,SHORT,2021-12-29,571813000,140729225
CUS000397,INDIVIDUAL,LOW,LONG,2020-03-03,479222000,777746486
CUS000398,INDIVIDUAL,LOW,LONG,2015-09-29,954778000,276858657
CUS000399,INDIVIDUAL,MEDIUM,MEDIUM,2021-10-18,34445000,46768132
CUS000400,INDIVIDUAL,MEDIUM,SHORT,2017-02-06,34542000,64936283
CUS000401,INDIVIDUAL,HIGH,SHORT,2022-07-21,327326000,170583002
CUS000402,INDIVIDUAL,HIGH,MEDIUM,2019-01-04,43115000,19450684
CUS000403,INDIVIDUAL,MEDIUM,MEDIUM,2018-09-27,99138000,184598845
CUS000404,INDIVIDUAL,LOW,SHORT,2015-06-22,154140000,385018412
CUS000405,INSTITUTION,LOW,LONG,2020-06-26,5794354000,2855754741
CUS000406,INDIVIDUAL,HIGH,MEDIUM,2020-11-24,1855629000,273460928
CUS000407,INDIVIDUAL,MEDIUM,LONG,2020-08-11,634309000,159380735
CUS000408,INDIVIDUAL,HIGH,SHORT,2021-10-12,31495000,39254227
CUS000409,INDIVIDUAL,LOW,LONG,2020-11-17,58965000,62913060
CUS000410,INDIVIDUAL,HIGH,SHORT,2020-12-11,401535000,322879938
CUS000411,INDIVIDUAL,MEDIUM,LONG,2021-12-15,75594000,42917198
CUS000412,INDIVIDUAL,LOW,LONG,2022-05-13,74442000,39770780
CUS000413,INDIVIDUAL,LOW,SHORT,2020-09-24,30012000,102433699
CUS000414,INDIVIDUAL,HIGH,SHORT,2022-01-25,5426000,101973814
CUS000415,INDIVIDUAL,HIGH,SHORT,2022-05-06,14534000,7006400
CUS000416,INSTITUTION,HIGH,SHORT,2022-08-30,11763044000,1281722200
CUS000417,INSTITUTION,LOW,MEDIUM,2019-03-25,21315033000,32966885746
CUS000418,INDIVIDUAL,MEDIUM,SHORT,2022-08-16,43353000,29120619
CUS000419,INDIVIDUAL,HIGH,SHORT,2022-02-17,68803000,63276445
CUS000420,INDIVIDUAL,LOW,SHORT,2018-05-21,67239000,140745222
CUS000421,INDIVIDUAL,MEDIUM,MEDIUM,2019-09-03,51823000,104044256
CUS000422,INDIVIDUAL,LOW,SHORT,2020-12-03,203709000,18368593
CUS000423,INDIVIDUAL,LOW,SHORT,2019-03-29,271075000,178376295
CUS000424,INDIVIDUAL,HIGH,MEDIUM,2020-02-03,150081000,170143002
CUS000425,INDIVIDUAL,LOW,MEDIUM,2016-12-20,36376000,94541480
CUS000426,INDIVIDUAL,MEDIUM,LONG,2015-01-01,30738000,39281476
CUS000427,INDIVIDUAL,HIGH,SHORT,2021-06-25,2668474000,293455944
CUS000428,INDIVIDUAL,MEDIUM,LONG,2014-02-07,170503000,124835677
CUS000429,INDIVIDUAL,MEDIUM,MEDIUM,2021-09-01,1243694000,525884407
CUS000430,INSTITUTION,LOW,LONG,2021-02-25,2694754000,722789505
CUS000431,INDIVIDUAL,HIGH,SHORT,2022-08-18,57550000,59091822
CUS000432,INDIVIDUAL,MEDIUM,LONG,2021-06-02,131557000,61988093
CUS000433,INDIVIDUAL,MEDIUM,MEDIUM,2021-01-27,121706000,33911685
CUS000434,INDIVIDUAL,HIGH,SHORT,2019-11-27,1243077000,1684577629
CUS000435,INDIVIDUAL,LOW,MEDIUM,2020-12-16,7136000,24247585
CUS000436,INSTITUTION,LOW,LONG,2020-08-19,3138297000,82327919075
CUS000437,INDIVIDUAL,MEDIUM,MEDIUM,2019-01-22,90096000,124701491
CUS000438,INDIVIDUAL,HIGH,MEDIUM,2021-01-27,148024000,5592418
CUS000439,INDIVIDUAL,LOW,LONG,2014-05-12,6541000,55299023
CUS000440,INDIVIDUAL,HIGH,LONG,2021-07-07,37085000,73644162
CUS000441,INDIVIDUAL,HIGH,LONG,2022-02-10,188977000,30452340
CUS000442,INDIVIDUAL,MEDIUM,MEDIUM,2020-03-06,155715000,282603916
CUS000443,INDIVIDUAL,MEDIUM,MEDIUM,2021-03-10,247911000,141039981
CUS000444,INDIVIDUAL,HIGH,SHORT,2021-10-19,110926000,151501904
CUS000445,INDIVIDUAL,MEDIUM,MEDIUM,2018-12-20,235614000,214584566
CUS000446,INSTITUTION,MEDIUM,SHORT,2021-05-05,7773360000,421786956
CUS000447,INDIVIDUAL,HIGH,MEDIUM,2017-11-02,94627000,10766816
CUS000448,INDIVIDUAL,MEDIUM,LONG,2020-12-10,41336000,41840913
CUS000449,INDIVIDUAL,MEDIUM,SHORT,2021-08-09,175102000,38513905
CUS000450,INDIVIDUAL,LOW,MEDIUM,2022-07-06,148810000,209097900
CUS000451,INSTITUTION,MEDIUM,MEDIUM,2016-01-13,3308316000,5619348717
CUS000452,INDIVIDUAL,LOW,LONG,2020-01-10,1181944000,1017913197
CUS000453,INDIVIDUAL,MEDIUM,SHORT,2019-11-26,101976000,18778013
CUS000454,INDIVIDUAL,HIGH,SHORT,2014-07-01,255044000,210009553
CUS000455,INDIVIDUAL,HIGH,MEDIUM,2020-12-28,16510000,28934543
CUS000456,INDIVIDUAL,MEDIUM,MEDIUM,2020-11-12,65520000,12569353
CUS000457,INDIVIDUAL,MEDIUM,MEDIUM,2015-11-17,206898000,8348115
CUS000458,INSTITUTION,MEDIUM,MEDIUM,2022-06-01,6270030000,332564771
CUS000459,INDIVIDUAL,HIGH,SHORT,2022-08-09,850678000,83058735
CUS000460,INDIVIDUAL,MEDIUM,SHORT,2016-11-20,101219000,50395056
CUS000461,INDIVIDUAL,LOW,MEDIUM,2020-04-24,1130109000,544568746
CUS000462,INDIVIDUAL,LOW,MEDIUM,2020-08-17,1181301000,412395173
CUS000463,INDIVIDUAL,HIGH,MEDIUM,2021-02-02,81684000,91201980
CUS000464,INDIVIDUAL,MEDIUM,SHORT,2018-05-07,19677000,62396532
CUS000465,INDIVIDUAL,MEDIUM,LONG,2022-05-11,61277000,17152797
CUS000466,INDIVIDUAL,MEDIUM,SHORT,2020-09-17,639218000,276237643
CUS000467,INDIVIDUAL,LOW,LONG,2020-10-12,329218000,117894433
CUS000468,INSTITUTION,MEDIUM,MEDIUM,2021-01-07,19872253000,2760383268
CUS000469,INDIVIDUAL,MEDIUM,MEDIUM,2014-11-05,422505000,324067016
CUS000470,INDIVIDUAL,MEDIUM,MEDIUM,2019-08-20,75876000,57074871
CUS000471,INDIVIDUAL,LOW,MEDIUM,2016-02-21,5004000,26233320
CUS000472,INDIVIDUAL,MEDIUM,MEDIUM,2021-03-15,20898000,417587750
CUS000473,INDIVIDUAL,LOW,MEDIUM,2015-11-16,226902000,49197066
CUS000474,INDIVIDUAL,MEDIUM,LONG,2020-07-14,82885000,16944482
CUS000475,INSTITUTION,LOW,MEDIUM,2014-10-13,9871300000,4279381985
CUS000476,INDIVIDUAL,HIGH,MEDIUM,2019-12-05,14981000,10256699
CUS000477,INDIVIDUAL,MEDIUM,LONG,2020-10-01,86751000,6509575
CUS000478,INDIVIDUAL,HIGH,LONG,2022-05-13,369374000,52794113
CUS000479,INDIVIDUAL,MEDIUM,SHORT,2021-07-09,180188000,62089215
CUS000480,INDIVIDUAL,LOW,LONG,2015-11-17,86809000,45329332
CUS000481,INDIVIDUAL,LOW,LONG,2022-05-06,45464000,29335851
CUS000482,INDIVIDUAL,HIGH,MEDIUM,2020-07-20,1046228000,1026740716
CUS000483,INDIVIDUAL,MEDIUM,SHORT,2020-08-06,95715000,64955492
CUS000484,INDIVIDUAL,MEDIUM,MEDIUM,2017-12-07,52604000,16778784
CUS000485,INDIVIDUAL,MEDIUM,MEDIUM,2014-11-10,56745000,82448336
CUS000486,INDIVIDUAL,HIGH,SHORT,2022-09-22,89382000,12064528
CUS000487,INDIVIDUAL,MEDIUM,SHORT,2020-11-18,12510832000,1165323213
CUS000488,INDIVIDUAL,MEDIUM,MEDIUM,2018-08-01,720357000,158516148
CUS000489,INDIVIDUAL,HIGH,SHORT,2014-04-25,206338000,242717685
CUS000490,INDIVIDUAL,MEDIUM,MEDIUM,2021-12-07,150360000,94960151
CUS000491,INDIVIDUAL,HIGH,SHORT,2019-12-31,16092000,136433358
CUS000492,INDIVIDUAL,HIGH,SHORT,2019-12-30,106922000,189921438
CUS000493,INDIVIDUAL,MEDIUM,MEDIUM,2014-07-25,55527000,106207662
CUS000494,INDIVIDUAL,MEDIUM,LONG,2018-12-02,238965000,305358702
CUS000495,INDIVIDUAL,HIGH,SHORT,2020-03-05,104007000,78892497
CUS000496,INDIVIDUAL,MEDIUM,SHORT,2021-09-30,9929000,11142890
CUS000497,INDIVIDUAL,MEDIUM,MEDIUM,2021-07-05,1081995000,1155711829
CUS000498,INDIVIDUAL,LOW,LONG,2022-10-11,75171000,21251929
CUS000499,INDIVIDUAL,HIGH,SHORT,2021-07-01,60534000,88771160
CUS000500,INDIVIDUAL,MEDIUM,MEDIUM,2014-04-08,118675000,63106996
CUS000501,INDIVIDUAL,MEDIUM,MEDIUM,2014-02-02,303473000,174674516
CUS000502,INDIVIDUAL,HIGH,SHORT,2021-06-16,61943000,18587822
CUS000503,INDIVIDUAL,HIGH,LONG,2021-09-06,8184000,9951745
CUS000504,INDIVIDUAL,MEDIUM,SHORT,2021-10-08,213197000,70753873
CUS000505,INDIVIDUAL,HIGH,SHORT,2022-06-16,29429000,22378750
CUS000506,INDIVIDUAL,MEDIUM,SHORT,2018-03-25,85829000,39359301
CUS000507,INDIVIDUAL,MEDIUM,MEDIUM,2021-03-16,38628000,30235199
CUS000508,INDIVIDUAL,LOW,MEDIUM,2019-03-01,323077000,283234430
CUS000509,INDIVIDUAL,LOW,MEDIUM,2022-07-05,72979000,7829492
CUS000510,INDIVIDUAL,MEDIUM,MEDIUM,2021-09-29,39637000,114490875
CUS000511,INDIVIDUAL,MEDIUM,LONG,2020-11-25,79930000,143078099
CUS000512,INDIVIDUAL,MEDIUM,MEDIUM,2020-06-05,80774000,20045145
CUS000513,INDIVIDUAL,HIGH,MEDIUM,2016-06-06,1069603000,668647920
CUS000514,INDIVIDUAL,HIGH,MEDIUM,2015-08-26,414157000,328845456
CUS000515,INDIVIDUAL,MEDIUM,MEDIUM,2020-06-09,359853000,30954980
CUS000516,INDIVIDUAL,MEDIUM,MEDIUM,2020-10-15,214951000,28986234
CUS000517,INDIVIDUAL,LOW,LONG,2019-05-07,285444000,373338821
CUS000518,INDIVIDUAL,LOW,MEDIUM,2019-06-10,2402946000,475321570
CUS000519,INDIVIDUAL,LOW,MEDIUM,2021-10-21,47688000,147820442
CUS000520,INSTITUTION,LOW,LONG,2014-05-24,28636749000,33369513229
CUS000521,INDIVIDUAL,HIGH,SHORT,2020-04-07,1139974000,282454726
CUS000522,INDIVIDUAL,HIGH,SHORT,2018-05-03,52925000,66846972
CUS000523,INDIVIDUAL,MEDIUM,SHORT,2017-05-04,73510000,4058878
CUS000524,INDIVIDUAL,HIGH,SHORT,2020-01-15,64597000,35443710
CUS000525,INDIVIDUAL,MEDIUM,SHORT,2018-08-30,480501000,282935865
CUS000526,INDIVIDUAL,MEDIUM,LONG,2019-04-02,129449000,18340225
CUS000527,INDIVIDUAL,MEDIUM,MEDIUM,2022-10-03,198031000,18476117
CUS000528,INDIVIDUAL,LOW,SHORT,2022-05-11,75204000,118871126
CUS000529,INDIVIDUAL,MEDIUM,SHORT,2020-11-13,670646000,112976215
CUS000530,INDIVIDUAL,HIGH,SHORT,2020-08-31,126107000,102456986
CUS000531,INDIVIDUAL,HIGH,SHORT,2019-12-20,93369000,113982129
CUS000532,INDIVIDUAL,LOW,MEDIUM,2019-03-07,7620000,15411658
CUS000533,INDIVIDUAL,MEDIUM,SHORT,2022-08-19,136756000,161804772
CUS000534,INDIVIDUAL,MEDIUM,SHORT,2019-09-09,145339000,301392374
CUS000535,INSTITUTION,LOW,LONG,2020-03-10,26002571000,1501870769
CUS000536,INDIVIDUAL,HIGH,SHORT,2019-10-01,312998000,85057738
CUS000537,INDIVIDUAL,MEDIUM,LONG,2018-03-18,132963000,37761734
CUS000538,INDIVIDUAL,HIGH,LONG,2019-10-10,524328000,558411369
CUS000539,INDIVIDUAL,MEDIUM,LONG,2019-10-04,1295780000,523512799
CUS000540,INDIVIDUAL,LOW,LONG,2020-04-13,324175000,1004196142
CUS000541,INDIVIDUAL,MEDIUM,MEDIUM,2015-12-14,194195000,89294041
CUS000542,INDIVIDUAL,HIGH,MEDIUM,2021-05-25,163077000,65430166
CUS000543,INDIVIDUAL,MEDIUM,SHORT,2020-04-06,59082000,26780525
CUS000544,INDIVIDUAL,MEDIUM,SHORT,2021-12-01,675834000,529668981
CUS000545,INDIVIDUAL,MEDIUM,MEDIUM,2021-03-29,157051000,164070028
CUS000546,INSTITUTION,MEDIUM,SHORT,2019-01-09,17675301000,1394732639
CUS000547,INDIVIDUAL,MEDIUM,MEDIUM,2020-02-04,1299734000,253046009
CUS000548,INDIVIDUAL,HIGH,SHORT,2018-11-18,26446000,64012460
CUS000549,INDIVIDUAL,LOW,LONG,2022-07-05,32624000,23228011
CUS000550,INDIVIDUAL,MEDIUM,MEDIUM,2021-10-19,107525000,10989230
CUS000551,INDIVIDUAL,HIGH,SHORT,2014-03-08,21651000,29305297
CUS000552,INDIVIDUAL,HIGH,SHORT,2021-06-28,914539000,865041717
CUS000553,INDIVIDUAL,MEDIUM,MEDIUM,2021-04-20,7968000,30908071
CUS000554,INDIVIDUAL,MEDIUM,MEDIUM,2020-08-31,242304000,2346860989
CUS000555,INDIVIDUAL,MEDIUM,MEDIUM,2015-05-21,337235000,704949473
CUS000556,INSTITUTION,LOW,MEDIUM,2022-09-07,2276021000,478037737
CUS000557,INDIVIDUAL,HIGH,MEDIUM,2014-12-02,5550000,24705573
CUS000558,INDIVIDUAL,MEDIUM,SHORT,2020-01-14,551275000,163800689
CUS000559,INDIVIDUAL,HIGH,SHORT,2022-02-08,15356000,5017369
CUS000560,INDIVIDUAL,HIGH,LONG,2020-07-29,101600000,72808161
CUS000561,INDIVIDUAL,HIGH,SHORT,2019-03-08,61537000,74746247
CUS000562,INDIVIDUAL,MEDIUM,MEDIUM,2021-07-02,17611000,62259797
CUS000563,INDIVIDUAL,MEDIUM,MEDIUM,2022-06-16,15400000,1006357520
CUS000564,INDIVIDUAL,MEDIUM,LONG,2020-10-06,244370000,420726803
CUS000565,INDIVIDUAL,HIGH,SHORT,2019-08-13,32021000,202994401
CUS000566,INDIVIDUAL,LOW,MEDIUM,2022-03-21,156441000,139690822
CUS000567,INDIVIDUAL,LOW,LONG,2021-07-29,99416000,204415038
CUS000568,INDIVIDUAL,MEDIUM,LONG,2020-09-07,0,215568740
CUS000569,INDIVIDUAL,MEDIUM,MEDIUM,2019-05-24,40318000,27021364
CUS000570,INDIVIDUAL,LOW,MEDIUM,2021-12-14,42111000,50081039
CUS000571,INDIVIDUAL,LOW,MEDIUM,2019-08-06,223194000,18881218
CUS000572,INDIVIDUAL,MEDIUM,MEDIUM,2017-04-22,4155000,24669758
CUS000573,INDIVIDUAL,MEDIUM,MEDIUM,2019-07-17,242876000,70270704
CUS000574,INDIVIDUAL,MEDIUM,SHORT,2020-10-21,44367000,3277465
CUS000575,INDIVIDUAL,MEDIUM,MEDIUM,2022-01-28,122894000,36970524
CUS000576,INDIVIDUAL,LOW,MEDIUM,2017-06-14,668753000,189004294
CUS000577,INSTITUTION,LOW,MEDIUM,2022-02-17,8240221000,770967069
CUS000578,INSTITUTION,MEDIUM,LONG,2019-03-27,12424059000,5260218555
CUS000579,INDIVIDUAL,MEDIUM,MEDIUM,2021-04-06,195612000,234597272
CUS000580,INDIVIDUAL,LOW,MEDIUM,2015-09-30,102143000,69068642
CUS000581,INDIVIDUAL,HIGH,MEDIUM,2021-09-24,106119000,35522576
CUS000582,INDIVIDUAL,LOW,MEDIUM,2014-08-17,162587000,26287607
CUS000583,INDIVIDUAL,MEDIUM,MEDIUM,2020-10-09,125282000,25137181
CUS000584,INDIVIDUAL,LOW,SHORT,2017-09-29,28081000,22533799
CUS000585,INDIVIDUAL,MEDIUM,MEDIUM,2022-02-17,190868000,296011642
CUS000586,INDIVIDUAL,HIGH,LONG,2021-03-04,342138000,84804821
CUS000587,INDIVIDUAL,HIGH,LONG,2021-07-26,218504000,57914280
CUS000588,INDIVIDUAL,MEDIUM,SHORT,2017-07-23,122401000,292728446
CUS000589,INDIVIDUAL,HIGH,SHORT,2020-09-22,272471000,560607874
CUS000590,INDIVIDUAL,LOW,LONG,2015-06-26,348539000,411056236
CUS000591,INDIVIDUAL,MEDIUM,LONG,2022-07-06,0,66765432
CUS000592,INDIVIDUAL,HIGH,MEDIUM,2016-03-17,691877000,824929557
CUS000593,INDIVIDUAL,LOW,LONG,2014-11-08,246511000,106152973
CUS000594,INDIVIDUAL,MEDIUM,LONG,2020-06-24,143990000,146862340
CUS000595,INSTITUTION,MEDIUM,SHORT,2017-12-04,13429957000,4412784547
CUS000596,INDIVIDUAL,MEDIUM,LONG,2017-04-05,254015000,278555785
CUS000597,INDIVIDUAL,HIGH,LONG,2021-11-12,7620000,35434056
CUS000598,INSTITUTION,MEDIUM,MEDIUM,2020-09-29,3446242000,331801738
CUS000599,INDIVIDUAL,HIGH,SHORT,2014-11-04,91767000,77002688
CUS000600,INDIVIDUAL,HIGH,MEDIUM,2020-07-22,25999000,66522164
CUS000601,INDIVIDUAL,LOW,MEDIUM,2021-03-08,94033000,71468387
CUS000602,INDIVIDUAL,HIGH,SHORT,2020-06-24,133169000,110723685
CUS000603,INDIVIDUAL,HIGH,SHORT,2016-01-15,149188000,59566857
CUS000604,INDIVIDUAL,HIGH,SHORT,2021-10-18,50944000,37967656
CUS000605,INDIVIDUAL,HIGH,SHORT,2022-02-24,47935000,47875966
CUS000606,INDIVIDUAL,MEDIUM,MEDIUM,2021-04-05,22373000,6507611
CUS000607,INDIVIDUAL,LOW,MEDIUM,2017-05-07,64910000,61686759
CUS000608,INDIVIDUAL,HIGH,SHORT,2018-04-12,6342000,60395282
CUS000609,INDIVIDUAL,MEDIUM,LONG,2022-02-24,8240000,10494838
CUS000610,INDIVIDUAL,MEDIUM,MEDIUM,2022-07-22,794977000,123033789
CUS000611,INDIVIDUAL,HIGH,MEDIUM,2018-10-14,512253000,33752214
CUS000612,INDIVIDUAL,LOW,MEDIUM,2020-10-05,313353000,96724794
CUS000613,INSTITUTION,LOW,SHORT,2021-11-02,10085168000,1869106005
CUS000614,INDIVIDUAL,HIGH,SHORT,2020-06-17,99205000,22322437
CUS000615,INDIVIDUAL,LOW,MEDIUM,2021-12-28,53502000,37237982
CUS000616,INDIVIDUAL,HIGH,MEDIUM,2018-07-03,44375000,15600785
CUS000617,INDIVIDUAL,HIGH,MEDIUM,2016-03-10,139558000,151827186
CUS000618,INDIVIDUAL,HIGH,MEDIUM,2020-02-26,12232000,22923259
CUS000619,INDIVIDUAL,HIGH,MEDIUM,2022-09-15,4193000,13903920
CUS000620,INDIVIDUAL,MEDIUM,LONG,2020-07-20,29215000,79975118
CUS000621,INDIVIDUAL,MEDIUM,LONG,2021-10-04,75715000,174050962
CUS000622,INDIVIDUAL,MEDIUM,SHORT,2015-04-17,96708000,95283830
CUS000623,INDIVIDUAL,HIGH,SHORT,2016-02-21,116032000,15789590
CUS000624,INDIVIDUAL,MEDIUM,MEDIUM,2021-10-15,81754000,134940180
CUS000625,INDIVIDUAL,LOW,LONG,2021-11-30,28262000,14101567
CUS000626,INDIVIDUAL,LOW,LONG,2020-08-26,135316000,73014824
CUS000627,INDIVIDUAL,MEDIUM,MEDIUM,2016-08-11,6770793000,869000984
CUS000628,INDIVIDUAL,HIGH,LONG,2021-04-16,716125000,130902620
CUS000629,INDIVIDUAL,LOW,MEDIUM,2020-03-09,168921000,90394970
CUS000630,INDIVIDUAL,HIGH,SHORT,2014-03-01,28811000,24786279
CUS000631,INSTITUTION,MEDIUM,MEDIUM,2021-06-28,26101213000,8513741810
CUS000632,INDIVIDUAL,HIGH,SHORT,2022-05-25,447776000,48499319
CUS000633,INDIVIDUAL,MEDIUM,LONG,2022-11-14,0,176434749
CUS000634,INSTITUTION,LOW,MEDIUM,2021-11-18,4537425000,1290226708
CUS000635,INDIVIDUAL,MEDIUM,SHORT,2020-12-25,7180000,40983878
CUS000636,INDIVIDUAL,MEDIUM,MEDIUM,2020-06-09,33999000,69685670
CUS000637,INDIVIDUAL,MEDIUM,MEDIUM,2016-08-13,130209000,197625170
CUS000638,INDIVIDUAL,MEDIUM,MEDIUM,2019-09-13,36399000,47952570
CUS000639,INDIVIDUAL,LOW,LONG,2019-12-09,340840000,63099430
CUS000640,INDIVIDUAL,HIGH,SHORT,2017-10-25,228870000,87472788
CUS000641,INDIVIDUAL,MEDIUM,MEDIUM,2015-04-12,280376000,48699415
CUS000642,INDIVIDUAL,LOW,LONG,2022-10-03,24171000,150782355
CUS000643,INDIVIDUAL,MEDIUM,MEDIUM,2021-10-22,322425000,68432700
CUS000644,INDIVIDUAL,HIGH,SHORT,2018-09-28,61348000,73274297
CUS000645,INDIVIDUAL,MEDIUM,MEDIUM,2020-10-14,227046000,24800262
CUS000646,INDIVIDUAL,LOW,LONG,2017-02-04,45559000,142065300
CUS000647,INDIVIDUAL,MEDIUM,MEDIUM,2018-05-15,107107000,67494969
CUS000648,INDIVIDUAL,LOW,LONG,2022-08-18,22100000,832364139
CUS000649,INSTITUTION,LOW,LONG,2016-03-15,4328866000,1501475527
CUS000650,INDIVIDUAL,MEDIUM,MEDIUM,2021-07-15,66564000,27776981
CUS000651,INDIVIDUAL,HIGH,MEDIUM,2021-02-09,42379000,41937223
CUS000652,INSTITUTION,LOW,LONG,2021-12-22,614159000,70478681
CUS000653,INDIVIDUAL,MEDIUM,LONG,2020-11-25,4768000,136630804
CUS000654,INDIVIDUAL,LOW,MEDIUM,2016-12-31,836762000,1313243990
CUS000655,INDIVIDUAL,HIGH,SHORT,2020-08-06,2102928000,628005318
CUS000656,INDIVIDUAL,LOW,SHORT,2021-12-07,21469000,30969820
CUS000657,INDIVIDUAL,HIGH,MEDIUM,2022-08-23,185983000,138531566
