snapshot_date,customer_id,stock_code,quantity,avg_cost,market_value
2020-03-31,CUS000012,NAF,200,21201.76,3714000
2020-03-31,CUS000012,IJC,2500,6819.01,9050000
2020-03-31,CUS000012,VCB,100,37876.73,2660000
2020-03-31,CUS000012,HNG,200,13460.16,2440000
2020-03-31,CUS000012,TV2,300,17295.9,4368000
2020-03-31,CUS000012,GAS,100,36274.33,3401000
2020-03-31,CUS000012,TDM,400,12198.27,4892000
2020-03-31,CUS000013,EVF,4600,4717.06,20286000
2020-03-31,CUS000017,SHB,2000,2223.33,9600000
2020-03-31,CUS000017,DLG,8000,1661.74,11120000
2020-03-31,CUS000017,TPB,600,6359.52,2916000
2020-03-31,CUS000017,LHG,600,10105.14,4500000
2020-03-31,CUS000017,PVD,1700,5468.19,5100000
2020-03-31,CUS000017,GMD,500,12889.31,5140000
2020-03-31,CUS000017,VPB,1300,8693.02,7059000
2020-03-31,CUS000017,NLG,500,13079.59,6655000
2020-03-31,CUS000018,STB,22000,7861.77,160600000
2020-03-31,CUS000020,HBC,1800,9550.97,9306000
2020-03-31,CUS000020,TVC,1600,15363.01,32256000
2020-03-31,CUS000020,FIT,1300,8062.07,5772000
2020-03-31,CUS000021,LMH,1800,1442.16,1926000
2020-03-31,CUS000022,NKG,2700,4536.8,5508000
2020-03-31,CUS000022,POW,2100,8406.27,11760000
2020-03-31,CUS000022,KDH,1100,14074.72,11792000
2020-03-31,CUS000022,STB,3300,12243.49,24090000
2020-03-31,CUS000022,NHH,700,28122.12,17493000
2020-03-31,CUS000024,NTC,500,83919.69,35410000
2020-03-31,CUS000024,MBG,200,24144.02,896000
2020-03-31,CUS000024,MSN,600,49634.34,23820000
2020-03-31,CUS000024,VHM,600,30896.28,11718000
2020-03-31,CUS000024,MST,3300,4032.71,8778000
2020-03-31,CUS000024,BID,600,28112.1,9660000
2020-03-31,CUS000024,VTD,1100,25384.38,28325000
2020-03-31,CUS000028,SHB,1000,4356.52,4800000
2020-03-31,CUS000031,FPT,2200,16355.41,29326000
2020-03-31,CUS000031,CSC,400,13179.74,4156000
2020-03-31,CUS000031,HID,6100,2605.71,10614000
2020-03-31,CUS000031,SHB,2300,4186.27,11040000
2020-03-31,CUS000031,TLD,600,3675.51,2244000
2020-03-31,CUS000033,TDH,14600,8824.6,70518000
2020-03-31,CUS000033,PNJ,7700,36008.22,156618000
2020-03-31,CUS000033,DCM,23000,4857.27,81190000
2020-03-31,CUS000033,MBB,20300,4972.62,64148000
2020-03-31,CUS000033,L14,300,37646.39,8760000
2020-03-31,CUS000033,VCB,500,38407.53,13300000
2020-03-31,CUS000033,NTL,5200,6870.29,24180000
2020-03-31,CUS000033,MSN,800,40741.02,31760000
2020-03-31,CUS000033,CTG,4200,12228.32,32592000
2020-03-31,CUS000033,LSS,7900,3965.94,21330000
2020-03-31,CUS000034,BTP,400,7911.85,2584000
2020-03-31,CUS000034,EVF,500,4476.7,2205000
2020-03-31,CUS000034,DCL,100,19429.1,1800000
2020-03-31,CUS000034,SSI,100,6449.66,306000
2020-03-31,CUS000034,BWE,100,18547.78,1184000
2020-03-31,CUS000034,CCL,200,4226.33,460000
2020-03-31,CUS000034,APG,200,5508.25,960000
2020-03-31,CUS000034,GEX,200,9394.07,1254000
2020-03-31,CUS000034,QCG,800,4121.17,4272000
2020-03-31,CUS000034,TNA,200,17666.46,2028000
2020-03-31,CUS000034,TIG,500,3985.97,1410000
2020-03-31,CUS000034,PVS,200,9544.3,1180000
2020-03-31,CUS000034,TCB,100,9564.33,694000
2020-03-31,CUS000034,HII,100,7000.48,687000
2020-03-31,CUS000038,VEC,400,14566.82,2600000
2020-03-31,CUS000038,MFS,700,13790.66,8442000
2020-03-31,CUS000038,BID,100,20751.08,1610000
2020-03-31,CUS000038,VGI,400,23718.02,7388000
2020-03-31,CUS000038,CTG,200,11301.93,1552000
2020-03-31,CUS000038,FIR,100,10585.85,957000
2020-03-31,CUS000038,CSC,200,15062.56,2078000
2020-03-31,CUS000038,VNM,100,62433.51,5401000
2020-03-31,CUS000038,MSN,100,39358.95,3970000
2020-03-31,CUS000041,MPC,1000,15413.08,6970000
2020-03-31,CUS000041,VGS,300,6720.06,1077000
2020-03-31,CUS000041,EVG,7200,1782.67,10512000
2020-03-31,CUS000041,VGC,600,13259.86,6012000
2020-03-31,CUS000041,NAS,400,32829.17,11144000
2020-03-31,CUS000041,CTI,1100,15873.77,17270000
2020-03-31,CUS000041,KSB,700,11407.08,5474000
2020-03-31,CUS000041,DLG,14200,1782.67,19738000
2020-03-31,CUS000044,VEC,600,12769.12,3900000
2020-03-31,CUS000044,HPG,900,7441.15,4662000
2020-03-31,CUS000045,SCR,1300,4967.44,4316000
2020-03-31,CUS000045,VIP,1000,2824.23,2240000
2020-03-31,CUS000045,PPC,200,14441.63,2282000
2020-03-31,CUS000045,SHB,3500,3493.8,16800000
2020-03-31,CUS000046,SRC,9100,11273.07,84175000
2020-03-31,CUS000046,HAD,200,10916.35,1440000
2020-03-31,CUS000046,ANT,800,4937.4,3592000
2020-03-31,CUS000046,PNJ,4800,37095.56,97632000
2020-03-31,CUS000047,SDD,1000,3505.25,2400000
2020-03-31,CUS000047,VCG,1500,12899.32,19500000
2020-03-31,CUS000048,TIP,2100,21372.01,17073000
2020-03-31,CUS000048,C69,4200,12727.68,16800000
2020-03-31,CUS000048,SAS,600,27841.7,9228000
2020-03-31,CUS000048,MWG,8000,36234.27,146400000
2020-03-31,CUS000048,VNA,6500,2694.03,6760000
2020-03-31,CUS000048,MST,30300,4066.09,80598000
2020-03-31,CUS000048,FIT,21400,7781.65,95016000
2020-03-31,CUS000049,VEC,700,15569.32,4550000
2020-03-31,CUS000049,CCL,700,5572.96,1610000
2020-03-31,CUS000049,FIT,1600,7964.43,7104000
2020-03-31,CUS000049,TVC,600,20721.03,12096000
2020-03-31,CUS000049,VRG,1600,7276.52,8768000
2020-03-31,CUS000049,HII,2100,7110.65,14427000
2020-03-31,CUS000051,DRC,1100,11206.78,8426000
2020-03-31,CUS000051,VNA,7400,2704.43,7696000
2020-03-31,CUS000051,VRE,300,31407.04,5547000
2020-03-31,CUS000051,IDI,6700,4626.93,14807000
2020-03-31,CUS000051,ART,7800,2203.3,14820000
2020-03-31,CUS000051,PNJ,400,37446.08,8136000
2020-03-31,CUS000051,VGC,2000,12689.0,20040000
2020-03-31,CUS000053,MST,100,4136.19,266000
2020-03-31,CUS000053,SHB,1200,4196.28,5760000
2020-03-31,CUS000053,GKM,300,8602.89,2586000
2020-03-31,CUS000054,DBD,1100,21121.63,24684000
2020-03-31,CUS000060,ACB,4700,5955.09,20821000
2020-03-31,CUS000060,SMB,400,17318.88,6260000
2020-03-31,CUS000061,VTD,500,24656.93,12875000
2020-03-31,CUS000064,BTP,500,7781.65,3230000
2020-03-31,CUS000064,HDG,2300,10375.54,11293000
2020-03-31,CUS000064,PDR,4300,10763.33,44333000
2020-03-31,CUS000064,IDJ,4500,5508.25,28350000
2020-03-31,CUS000064,VTD,300,25468.15,7725000
2020-03-31,CUS000068,HSG,29500,3975.95,68440000
2020-03-31,CUS000068,IDJ,10500,6439.65,66150000
2020-03-31,CUS000068,VPB,9200,9003.49,49956000
2020-03-31,CUS000068,HII,3200,6940.4,21984000
2020-03-31,CUS000070,HVN,1500,22586.76,16620000
2020-03-31,CUS000070,NT2,5000,16935.37,53800000
2020-03-31,CUS000070,AMV,4600,11806.81,30820000
2020-03-31,CUS000070,IDJ,11000,2858.74,69300000
2020-03-31,CUS000070,TAR,5900,22193.24,128148000
2020-03-31,CUS000071,SRC,300,13400.07,2775000
2020-03-31,CUS000071,VEA,200,23144.67,2806000
2020-03-31,CUS000071,FMC,300,17536.26,3318000
2020-03-31,CUS000071,VCG,300,13720.55,3900000
2020-03-31,CUS000071,DPM,600,3735.59,2190000
2020-03-31,CUS000071,CTR,100,19268.86,1157000
2020-03-31,CUS000071,HHS,1900,3535.3,3914000
2020-03-31,CUS000073,BID,5200,20260.35,83720000
2020-03-31,CUS000073,HT1,500,11577.34,3995000
2020-03-31,CUS000073,CTG,2700,9974.94,20952000
2020-03-31,CUS000074,PLX,13400,40140.12,398248000
2020-03-31,CUS000074,TDM,6300,16003.97,77049000
2020-03-31,CUS000074,VCB,2000,28374.6,53200000
2020-03-31,CUS000074,VCR,3200,19296.63,22048000
2020-03-31,CUS000074,BAX,500,33800.62,11025000
2020-03-31,CUS000074,VEC,1000,15252.84,6500000
2020-03-31,CUS000074,DGC,15000,7090.62,67800000
2020-03-31,CUS000074,TIG,18900,2854.28,53298000
2020-03-31,CUS000074,DHC,1700,13890.81,20587000
2020-03-31,CUS000074,CSC,2200,15282.89,22858000
2020-03-31,CUS000074,GAS,900,60550.69,30609000
2020-03-31,CUS000074,TCH,5200,18527.75,39988000
2020-03-31,CUS000074,HND,9400,10906.33,86762000
2020-03-31,CUS000074,HII,11100,6970.44,76257000
2020-03-31,CUS000075,VEC,2400,15902.28,15600000
2020-03-31,CUS000075,FPT,431600,18462.46,5753228000
2020-03-31,CUS000075,FIT,155700,8803.18,691308000
2020-03-31,CUS000075,PPC,4700,13780.64,53627000
2020-03-31,CUS000075,HHS,34800,2533.8,71688000
2020-03-31,CUS000075,UNI,600,3655.47,2340000
2020-03-31,CUS000075,FIR,600,10946.4,5742000
2020-03-31,CUS000075,SAM,3700,8382.56,28046000
2020-03-31,CUS000075,DRH,400,3995.99,940000
2020-03-31,CUS000078,KOS,1400,19837.71,28070000
2020-03-31,CUS000080,VGS,1400,6419.61,5026000
2020-03-31,CUS000080,VNM,1200,77601.23,64812000
2020-03-31,CUS000080,MSN,500,58934.94,19850000
2020-03-31,CUS000080,VHM,5700,27310.9,111321000
2020-03-31,CUS000082,VGS,2500,6854.84,8975000
2020-03-31,CUS000082,NKG,9200,3909.97,18768000
2020-03-31,CUS000082,VCS,1000,37986.89,35250000
2020-03-31,CUS000084,DDG,5500,13248.52,77165000
2020-03-31,CUS000084,STB,5000,10075.09,36500000
2020-03-31,CUS000084,PLX,1200,43595.29,35664000
2020-03-31,CUS000084,BSR,4900,4719.31,13279000
2020-03-31,CUS000084,VRC,200,11016.5,866000
2020-03-31,CUS000084,TIG,2200,3705.55,6204000
2020-03-31,CUS000084,SJS,200,6039.05,1136000
2020-03-31,CUS000084,PPC,100,14431.61,1141000
2020-03-31,CUS000087,SBT,1000,12909.33,8940000
2020-03-31,CUS000087,PXI,1300,2954.43,2860000
2020-03-31,CUS000087,VCI,400,4727.08,1004000
2020-03-31,CUS000087,IMP,1300,17897.58,16458000
2020-03-31,CUS000087,VIB,1900,3595.39,4921000
2020-03-31,CUS000089,NHH,1100,24232.66,27489000
2020-03-31,CUS000089,MST,3000,3995.99,7980000
2020-03-31,CUS000089,VGC,300,12839.23,3006000
2020-03-31,CUS000089,OGC,2700,3355.03,6048000
2020-03-31,CUS000089,DRH,1700,3084.62,3995000
2020-03-31,CUS000091,SCR,1100,4939.66,3652000
2020-03-31,CUS000091,FIR,2700,10525.76,25839000
2020-03-31,CUS000092,BID,300,16504.72,4830000
2020-03-31,CUS000093,IDJ,2800,6730.08,17640000
2020-03-31,CUS000093,NLG,5300,12909.33,70543000
2020-03-31,CUS000095,PLX,200,43084.53,5944000
2020-03-31,CUS000100,VEC,200,15453.15,1300000
2020-03-31,CUS000100,PNJ,400,35683.44,8136000
2020-03-31,CUS000100,VTD,1000,25638.4,25750000
2020-03-31,CUS000100,HPX,900,21311.92,19548000
2020-03-31,CUS000103,VTP,300,32448.6,8610000
2020-03-31,CUS000103,DCL,300,17659.18,5400000
2020-03-31,CUS000103,SNZ,100,27801.64,1282000
2020-03-31,CUS000103,HPX,1100,17285.89,23892000
2020-03-31,CUS000103,JVC,500,4827.23,1035000
2020-03-31,CUS000103,IDI,600,4516.77,1326000
2020-03-31,CUS000103,TNA,200,17436.12,2028000
2020-03-31,CUS000103,VHM,100,32208.24,1953000
2020-03-31,CUS000103,NDN,4500,6890.32,30555000
2020-03-31,CUS000105,MPC,1000,8753.11,6970000
2020-03-31,CUS000105,SHB,7700,4356.53,36960000
2020-03-31,CUS000110,TCH,10000,18577.83,76900000
2020-03-31,CUS000110,NVB,44100,7080.6,278712000
2020-03-31,CUS000111,DHG,55000,76504.59,2885300000
2020-03-31,CUS000111,AAA,17100,13338.45,119358000
2020-03-31,CUS000111,HPX,22200,17746.58,482184000
2020-03-31,CUS000111,TIP,700,15593.35,5691000
2020-03-31,CUS000111,VJC,5500,95565.33,411180000
2020-03-31,CUS000111,LMH,27200,15182.04,29104000
2020-03-31,CUS000111,SHI,3000,5094.55,14820000
2020-03-31,CUS000111,HNG,5900,18297.5,71980000
2020-03-31,CUS000111,FPT,91500,17775.84,1219695000
2020-03-31,CUS000111,CTR,25500,22354.57,295035000
2020-03-31,CUS000111,HTM,19200,16491.93,198528000
2020-03-31,CUS000111,L14,4300,39614.22,125560000
2020-03-31,CUS000111,NVB,89300,7523.72,564376000
2020-03-31,CUS000111,FIT,16300,9554.31,72372000
2020-03-31,CUS000111,BID,16200,29113.6,260820000
2020-03-31,CUS000111,PXL,11200,8144.16,84000000
2020-03-31,CUS000111,MST,12000,3915.86,31920000
2020-03-31,CUS000111,SHB,240800,3536.66,1155840000
2020-03-31,CUS000111,VCB,2900,38507.68,77140000
2020-03-31,CUS000111,TVC,7100,20731.05,143136000
2020-03-31,CUS000111,PVI,10700,17756.6,176764000
2020-03-31,CUS000114,VRE,13100,18127.15,242219000
2020-03-31,CUS000116,KVC,19000,1021.53,13300000
2020-03-31,CUS000116,HPG,1500,7381.06,7770000
2020-03-31,CUS000118,VGI,11700,17616.38,216099000
2020-03-31,CUS000118,VPB,44800,6586.86,243264000
2020-03-31,CUS000118,CTG,39000,9392.07,302640000
2020-03-31,CUS000118,ABI,200,9424.11,1508000
2020-03-31,CUS000118,LPB,65600,2818.69,137104000
2020-03-31,CUS000118,FPT,6000,18057.04,79980000
2020-03-31,CUS000118,ACB,16100,6710.05,71323000
2020-03-31,CUS000119,VJC,200,112127.94,14952000
2020-03-31,CUS000119,VNM,1000,63090.49,54010000
2020-03-31,CUS000119,EVF,1700,5588.37,7497000
2020-03-31,CUS000120,VCS,1300,57876.68,45825000
2020-03-31,CUS000120,MCG,2100,1882.82,3045000
2020-03-31,CUS000120,KVC,8600,1041.56,6020000
2020-03-31,CUS000120,CTR,1800,19068.56,20826000
2020-03-31,CUS000125,HBC,700,8652.96,3619000
2020-03-31,CUS000126,APG,3100,5828.73,14880000
2020-03-31,CUS000126,GEG,1600,15623.4,20336000
2020-03-31,CUS000126,BOT,300,55583.25,16710000
2020-03-31,CUS000127,DHM,16800,4668.48,61152000
2020-03-31,CUS000127,MSR,1600,17004.31,22880000
2020-03-31,CUS000127,OGC,1700,3585.37,3808000
2020-03-31,CUS000128,VRE,300,17245.83,5547000
2020-03-31,CUS000130,TNB,800,6529.78,6480000
2020-03-31,CUS000130,NHH,700,33859.28,17493000
2020-03-31,CUS000130,GEX,1900,8578.64,11913000
2020-03-31,CUS000130,SZC,300,10415.6,2154000
2020-03-31,CUS000130,TDH,500,8412.6,2415000
2020-03-31,CUS000130,SJS,500,8082.1,2840000
2020-03-31,CUS000130,GVR,700,11226.82,5145000
2020-03-31,CUS000130,HHS,2700,3455.18,5562000
2020-03-31,CUS000130,IDJ,1000,5748.61,6300000
2020-03-31,CUS000130,HPG,700,5928.88,3626000
2020-03-31,CUS000130,HPX,600,17976.92,13032000
2020-03-31,CUS000131,VGS,800,6771.57,2872000
2020-03-31,CUS000131,HND,2500,9215.32,23075000
2020-03-31,CUS000131,VCP,800,35322.9,26536000
2020-03-31,CUS000131,NVB,5200,8001.98,32864000
2020-03-31,CUS000131,FIT,3000,9063.58,13320000
2020-03-31,CUS000131,DRC,3000,13430.11,22980000
2020-03-31,CUS000131,CTD,1500,32428.57,42330000
2020-03-31,CUS000132,TIG,8800,3825.73,24816000
2020-03-31,CUS000132,MBS,300,3324.98,627000
2020-03-31,CUS000132,TNA,400,15573.33,4056000
2020-03-31,CUS000132,NHH,1100,34471.63,27489000
2020-03-31,CUS000132,IDJ,1300,5478.2,8190000
2020-03-31,CUS000132,PGC,2400,8122.16,16008000
2020-03-31,CUS000132,MPC,1700,8482.7,11849000
2020-03-31,CUS000132,SHB,4700,4917.36,22560000
2020-03-31,CUS000132,KSB,1200,11957.91,9384000
2020-03-31,CUS000133,VGS,200,5222.11,718000
2020-03-31,CUS000133,MBB,400,4917.36,1264000
2020-03-31,CUS000133,TCB,600,10495.72,4164000
2020-03-31,CUS000133,CTG,500,12178.24,3880000
2020-03-31,CUS000133,SHB,3200,4583.11,15360000
2020-03-31,CUS000140,DCL,1200,19285.12,21600000
2020-03-31,CUS000140,NCT,200,37738.52,4968000
2020-03-31,CUS000140,S99,600,6039.05,3300000
2020-03-31,CUS000140,ANV,1300,9774.64,6370000
2020-03-31,CUS000140,KSB,1200,10776.14,9384000
2020-03-31,CUS000140,PVT,3100,8362.52,12183000
2020-03-31,CUS000140,CII,700,16484.69,9289000
2020-03-31,CUS000140,HPG,600,7354.65,3108000
2020-03-31,CUS000140,CEO,5100,5478.2,19482000
2020-03-31,CUS000140,STB,2200,11777.64,16060000
2020-03-31,CUS000140,VTD,700,24146.17,18025000
2020-03-31,CUS000140,G36,10800,4626.93,24948000
2020-03-31,CUS000140,EVF,2900,4947.41,12789000
2020-03-31,CUS000142,DCM,29700,5568.34,104841000
2020-03-31,CUS000142,CTD,1900,85608.22,53618000
2020-03-31,CUS000142,SJD,400,10575.84,3556000
2020-03-31,CUS000142,VJC,900,100795.41,67284000
2020-03-31,CUS000142,PVC,13900,4816.64,37530000
2020-03-31,CUS000142,VIC,2400,53890.71,88944000
2020-03-31,CUS000142,HAX,6900,7731.58,24219000
2020-03-31,CUS000142,FPT,4100,18718.03,54653000
2020-03-31,CUS000142,VNM,800,62133.06,43208000
2020-03-31,CUS000142,CVT,6100,16845.23,80581000
2020-03-31,CUS000142,HVH,9200,6760.12,38088000
2020-03-31,CUS000149,DGW,12000,4306.45,41040000
2020-03-31,CUS000149,HPX,5100,17305.92,110772000
2020-03-31,CUS000149,TAR,8700,22273.36,188964000
2020-03-31,CUS000150,LIG,22700,3449.28,62652000
2020-03-31,CUS000150,VGI,600,22423.58,11082000
2020-03-31,CUS000150,FMC,500,18477.67,5530000
2020-03-31,CUS000150,MST,10000,4997.49,26600000
2020-03-31,CUS000150,VJC,200,98297.23,14952000
2020-03-31,CUS000150,MSN,2100,40110.07,83370000
2020-03-31,CUS000150,VPB,3000,8693.02,16290000
2020-03-31,CUS000151,ITC,2000,11056.56,16680000
2020-03-31,CUS000151,BWE,1900,16574.83,22496000
2020-03-31,CUS000151,GAS,1300,53520.16,44213000
2020-03-31,CUS000151,HII,3300,7461.18,22671000
2020-03-31,CUS000151,VHM,2700,28112.1,52731000
2020-03-31,CUS000151,MSR,500,14641.93,7150000
2020-03-31,CUS000152,HPG,5100,7270.89,26418000
2020-03-31,CUS000152,TVB,1700,9814.7,16490000
2020-03-31,CUS000153,ATG,2100,1221.83,1134000
2020-03-31,CUS000153,GEG,100,16034.01,1271000
2020-03-31,CUS000160,GKM,1700,8662.98,14654000
2020-03-31,CUS000161,STB,1500,10806.18,10950000
2020-03-31,CUS000161,CEO,4800,5864.41,18336000
2020-03-31,CUS000161,SJS,2900,6639.94,16472000
2020-03-31,CUS000161,HTM,200,18267.36,2068000
2020-03-31,CUS000161,QCG,2300,8933.38,12282000
2020-03-31,CUS000166,VRG,300,9273.89,1644000
2020-03-31,CUS000166,TVB,200,9704.53,1940000
2020-03-31,CUS000166,GEX,300,10045.05,1881000
2020-03-31,CUS000170,BWE,2500,15262.86,29600000
2020-03-31,CUS000172,SHI,24400,4306.33,120536000
2020-03-31,CUS000172,VTP,400,29303.89,11480000
2020-03-31,CUS000172,IJC,29300,4886.11,106066000
2020-03-31,CUS000172,HNG,54900,15283.05,669780000
2020-03-31,CUS000172,ART,128500,2804.2,244150000
2020-03-31,CUS000172,G36,4300,4536.8,9933000
2020-03-31,CUS000172,HHP,700,10876.29,6986000
2020-03-31,CUS000172,HDG,42400,9902.99,208184000
2020-03-31,CUS000172,VGC,53700,13339.83,538074000
2020-03-31,CUS000172,SFG,5900,13962.91,22597000
2020-03-31,CUS000172,CVT,14800,18024.08,195508000
2020-03-31,CUS000172,VJC,9100,102249.63,680316000
2020-03-31,CUS000172,MWG,4300,33339.0,78690000
2020-03-31,CUS000172,C69,2700,14551.8,10800000
2020-03-31,CUS000172,TIP,2400,21722.53,19512000
2020-03-31,CUS000172,L14,2300,36624.86,67160000
2020-03-31,CUS000172,HAH,11200,3905.85,24976000
2020-03-31,CUS000172,TVC,8000,11607.39,161280000
2020-03-31,CUS000172,TCM,3000,10195.27,15660000
2020-03-31,CUS000172,DBD,400,26629.88,8976000
2020-03-31,CUS000172,VPB,1700,6990.47,9231000
2020-03-31,CUS000172,JVC,700,4256.37,1449000
2020-03-31,CUS000172,MSN,100,61081.49,3970000
2020-03-31,CUS000172,MBG,400,38357.45,1792000
2020-03-31,CUS000172,DPM,2500,4466.69,9125000
2020-03-31,CUS000172,VCS,700,54501.63,24675000
2020-03-31,CUS000172,NHH,300,32719.01,7497000
2020-03-31,CUS000172,GMD,4200,16254.34,43176000
2020-03-31,CUS000172,VND,4600,2734.09,9844000
2020-03-31,CUS000172,DLG,107000,2033.05,148730000
2020-03-31,CUS000172,FPT,12500,18667.96,166625000
2020-03-31,CUS000172,FIT,27700,8552.81,122988000
2020-03-31,CUS000172,VHM,2400,30645.9,46872000
2020-03-31,CUS000172,SHB,6700,2918.7,32160000
2020-03-31,CUS000172,CTG,2600,11687.89,20176000
2020-03-31,CUS000172,HHS,6200,3569.38,12772000
2020-03-31,CUS000175,PLX,100,49223.72,2972000
2020-03-31,CUS000175,SBT,1700,12775.02,15198000
2020-03-31,CUS000175,VNM,100,77085.46,5401000
2020-03-31,CUS000175,PXL,900,7872.66,6750000
2020-03-31,CUS000175,CSC,900,15573.33,9351000
2020-03-31,CUS000175,FIT,500,9263.88,2220000
2020-03-31,CUS000175,TCH,700,18886.86,5383000
2020-03-31,CUS000175,FIR,100,10375.54,957000
2020-03-31,CUS000175,NHH,100,32618.85,2499000
2020-03-31,CUS000176,HTM,100,18057.04,1034000
2020-03-31,CUS000176,TCH,100,20721.04,769000
2020-03-31,CUS000178,PXL,23800,7901.84,178500000
2020-03-31,CUS000178,KBC,17400,11445.53,144942000
2020-03-31,CUS000178,PVT,3800,7561.32,14934000
2020-03-31,CUS000178,ACV,500,34141.14,12800000
2020-03-31,CUS000178,ASM,2400,3284.92,4656000
2020-03-31,CUS000178,NVB,700,7050.56,4424000
2020-03-31,CUS000179,CTG,300,9183.75,2328000
2020-03-31,CUS000180,DAH,1400,10065.08,12880000
2020-03-31,CUS000180,VTP,400,32338.44,11480000
2020-03-31,CUS000180,TCH,1500,15963.91,11535000
2020-03-31,CUS000180,PVT,1000,7741.6,3930000
2020-03-31,CUS000180,FIT,2000,7312.95,8880000
2020-03-31,CUS000180,NVB,800,7080.6,5056000
2020-03-31,CUS000183,IJC,5600,5778.65,20272000
2020-03-31,CUS000183,L14,500,38918.29,14600000
2020-03-31,CUS000183,KDH,1900,15543.28,20368000
2020-03-31,CUS000183,CTF,2400,13800.67,31224000
2020-03-31,CUS000183,PXL,3400,7631.43,25500000
2020-03-31,CUS000186,REE,400,17145.68,5052000
2020-03-31,CUS000186,HT1,500,11817.7,3995000
2020-03-31,CUS000186,TLD,3000,3895.84,11220000
2020-03-31,CUS000186,VCG,2000,13309.93,26000000
2020-03-31,CUS000186,VJC,100,99238.63,7476000
2020-03-31,CUS000186,SHB,4500,4677.01,21600000
2020-03-31,CUS000186,HBC,4700,6249.36,24299000
2020-03-31,CUS000188,ITQ,5100,2854.28,10659000
2020-03-31,CUS000188,TNG,1000,8743.09,3440000
2020-03-31,CUS000188,VGI,100,28011.96,1847000
2020-03-31,CUS000188,HTM,500,16084.09,5170000
2020-03-31,CUS000188,NVB,1300,6740.1,8216000
2020-03-31,CUS000188,TAR,400,22844.22,8688000
2020-03-31,CUS000188,JVC,800,4396.59,1656000
2020-03-31,CUS000188,HVN,500,19869.76,5540000
2020-03-31,CUS000188,DIC,3400,3375.05,4420000
2020-03-31,CUS000188,TVC,200,20801.16,4032000
2020-03-31,CUS000188,CSM,600,12113.14,7170000
2020-03-31,CUS000194,AAV,2000,3935.89,8080000
2020-03-31,CUS000196,DVN,100,11136.68,714000
2020-03-31,CUS000196,CTG,1700,9684.51,13192000
2020-03-31,CUS000196,TNA,600,18818.19,6084000
2020-03-31,CUS000196,CTD,400,34221.25,11288000
2020-03-31,CUS000196,TCH,600,20660.94,4614000
2020-03-31,CUS000197,NVL,100,26880.26,2694000
2020-03-31,CUS000197,STB,1600,8395.07,11680000
2020-03-31,CUS000198,SRC,500,18798.15,4625000
2020-03-31,CUS000198,STB,500,11657.46,3650000
2020-03-31,CUS000198,HPX,700,17376.03,15204000
2020-03-31,CUS000198,BID,300,20711.02,4830000
2020-03-31,CUS000198,HSG,1700,4256.38,3944000
2020-03-31,CUS000198,NVL,300,28532.74,8082000
2020-03-31,CUS000198,PVD,1200,6539.8,3600000
2020-03-31,CUS000198,IDJ,3200,5007.5,20160000
2020-03-31,CUS000201,VIF,800,15513.24,9040000
2020-03-31,CUS000201,APS,6500,2306.62,11505000
2020-03-31,CUS000201,CTR,400,18107.12,4628000
2020-03-31,CUS000201,HDG,400,9464.17,1964000
2020-03-31,CUS000203,DPG,1800,14671.98,14598000
2020-03-31,CUS000203,TV2,300,23502.7,4368000
2020-03-31,CUS000203,HTM,2200,16564.81,22748000
2020-03-31,CUS000203,PLP,2500,6680.01,8075000
2020-03-31,CUS000203,NHH,700,34581.79,17493000
2020-03-31,CUS000203,HBC,2100,9456.16,10857000
2020-03-31,CUS000204,DS3,400,2433.64,840000
2020-03-31,CUS000204,JVC,19600,4196.28,40572000
2020-03-31,CUS000204,NAF,1100,20921.33,20427000
2020-03-31,CUS000207,BFC,800,7721.57,4688000
2020-03-31,CUS000207,NKG,11200,3755.62,22848000
2020-03-31,CUS000207,HPG,141000,7210.8,730380000
2020-03-31,CUS000207,D2D,11800,22724.04,173932000
2020-03-31,CUS000207,VIB,35800,3715.57,92722000
2020-03-31,CUS000210,HDG,3800,8609.5,18658000
2020-03-31,CUS000210,SZC,5000,11792.06,35900000
2020-03-31,CUS000210,KSB,1700,13129.67,13294000
2020-03-31,CUS000210,PVG,400,6685.01,2068000
2020-03-31,CUS000210,HPG,3400,7561.32,17612000
2020-03-31,CUS000210,CTG,1800,12118.15,13968000
2020-03-31,CUS000210,SHI,12300,5408.1,60762000
2020-03-31,CUS000213,PVO,100,3995.99,244000
2020-03-31,CUS000213,CMX,900,15580.43,6858000
2020-03-31,CUS000213,NTC,300,93139.5,21246000
2020-03-31,CUS000213,HDC,6200,5871.37,26412000
2020-03-31,CUS000213,MWG,100,37055.5,1830000
2020-03-31,CUS000213,DST,18700,1081.62,18700000
2020-03-31,CUS000213,MST,14200,4784.84,37772000
2020-03-31,CUS000213,VRE,1800,32278.35,33282000
2020-03-31,CUS000213,FIT,8100,6890.32,35964000
2020-03-31,CUS000213,EVF,3300,5177.76,14553000
2020-03-31,CUS000214,BID,100,27531.24,1610000
2020-03-31,CUS000214,VPI,100,20791.14,2012000
2020-03-31,CUS000214,D2D,200,19459.15,2948000
2020-03-31,CUS000214,VPB,300,6529.78,1629000
2020-03-31,CUS000215,PDR,300,11046.55,3093000
2020-03-31,CUS000215,SAM,700,8223.75,5306000
2020-03-31,CUS000215,VHM,200,28662.93,3906000
2020-03-31,CUS000218,MBG,300,24879.26,1344000
2020-03-31,CUS000218,VHM,400,30255.31,7812000
