stock_code,company_name,company_short_name,exchange,instrument_type,icb_level,icb_code,icb_name
CTG,Ngân hàng TMCP Công Thương Việt Nam,,HOSE,STOCK,4,8355,Ngân hàng
CTI,CTCP Đầu tư Phát triển Cường Thuận IDICO,,HOSE,STOCK,4,2357,Xây dựng
CTP,CTCP Tập đoàn CTP Group,,HNX,STOCK,4,3537,Đồ uống & giải khát
CTR,Tổng Công ty cổ phần Công trình Viettel,,HOSE,STOCK,4,2357,Xây dựng
CTS,CTCP Chứng khoán VietinBank,,HOSE,STOCK,4,8777,Môi giới chứng khoán
CTT,CTCP Chế tạo Máy - Vinacomin,,HNX,STOCK,4,2757,Máy công nghiệp
CTW,CTCP Cấp thoát nước Cần Thơ,,UPCOM,STOCK,4,7577,Nước
CTX,Tổng Công ty cổ phần Đầu tư Xây dựng và Thương mại Việt Nam,,UPCOM,STOCK,4,2357,Xây dựng
CVN,CTCP Vinam,,UPCOM,STOCK,4,4535,Thiết bị y tế
CVT,CTCP CMC,,HOSE,STOCK,4,2353,Vật liệu xây dựng & Nội thất
CX8,CTCP Đầu tư và Xây lắp Constrexim Số 8,,HNX,STOCK,4,2357,Xây dựng
D11,CTCP Địa ốc 11,,HNX,STOCK,4,8633,Bất động sản
D2D,CTCP Phát triển Đô thị Công nghiệp số 2,,HOSE,STOCK,4,8633,Bất động sản
DAC,CTCP 382 Đông Anh,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
DAD,CTCP Đầu tư và Phát triển Giáo dục Đà Nẵng,,HNX,STOCK,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
DAE,CTCP Sách Giáo dục tại Thành phố Đà Nẵng,,HNX,STOCK,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
DAG,CTCP Tập đoàn Nhựa Đông Á,,UPCOM,STOCK,4,1353,"Nhựa, cao su & sợi"
DAH,CTCP Tập đoàn Khách sạn Đông Á,,HOSE,STOCK,4,5753,Khách sạn
DAS,CTCP Máy - Thiết bị Dầu khí Đà Nẵng,,UPCOM,STOCK,4,3353,Sản xuất ô tô
DAT,CTCP Đầu tư du lịch và Phát triển Thủy sản,,HOSE,STOCK,4,3573,Nuôi trồng nông & hải sản
DBC,CTCP Tập đoàn Dabaco Việt Nam,,HOSE,STOCK,4,3573,Nuôi trồng nông & hải sản
DBD,CTCP Dược - Trang thiết bị Y tế Bình Định (Bidiphar),,HOSE,STOCK,4,4577,Dược phẩm
DBM,CTCP Dược - Vật tư Y Tế Đăk Lăk,,UPCOM,STOCK,4,4577,Dược phẩm
DBT,CTCP Dược phẩm Bến Tre,,HOSE,STOCK,4,4577,Dược phẩm
DC1,CTCP Đầu tư Phát triển Xây dựng Số 1,,UPCOM,STOCK,4,2357,Xây dựng
DC2,CTCP Đầu tư Phát triển - Xây dựng (DIC) số 2,,HNX,STOCK,4,2357,Xây dựng
DC4,CTCP DICERA Holdings,,HOSE,STOCK,4,2357,Xây dựng
DCF,CTCP Xây dựng và Thiết kế Số 1,,UPCOM,STOCK,4,2357,Xây dựng
DCG,CTCP Tổng Công ty May Đáp Cầu,,UPCOM,STOCK,4,3763,Hàng May mặc
DCH,CTCP Địa chính Hà Nội,,UPCOM,STOCK,4,8637,"Tư Vấn, Định giá, Môi giới Bất động sản"
DCL,CTCP Dược phẩm Cửu Long,,HOSE,STOCK,4,4577,Dược phẩm
DCM,CTCP - Tổng công ty Phân bón Dầu khí Cà Mau,,HOSE,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
DCR,CTCP Gạch men Cosevco,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
DCS,CTCP Tập đoàn EDX,,UPCOM,STOCK,4,3726,Thiết bị gia dụng
DCT,CTCP Tấm lợp Vật liệu Xây dựng Đồng Nai,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
DCV,CTCP Quản lý Quỹ Đầu tư Dragon Capital Việt Nam,,UPCOM,STOCK,4,8771,Quản lý tài sản
DDB,CTCP Thương mại và Xây dựng Đông Dương,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
DDG,CTCP Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,,UPCOM,STOCK,4,7573,Phân phối xăng dầu & khí đốt
DDH,CTCP Đảm bảo Giao thông Đường thủy Hải Phòng,,UPCOM,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
DDM,CTCP Hàng Hải Đông Đô,,UPCOM,STOCK,4,2773,Vận tải Thủy
DDN,CTCP Dược và Thiết bị Y tế Đà Nẵng,,UPCOM,STOCK,4,4577,Dược phẩm
DDV,CTCP DAP - VINACHEM,,UPCOM,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
DFC,CTCP Xích líp Đông Anh,,UPCOM,STOCK,4,1757,Thép và sản phẩm thép
DFF,CTCP Tập đoàn Đua Fat,,UPCOM,STOCK,4,2357,Xây dựng
DGC,CTCP Tập đoàn Hóa chất Đức Giang,,HOSE,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
DGT,CTCP Công trình Giao thông Đồng Nai,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
DGW,CTCP Thế Giới Số,,HOSE,STOCK,4,5379,Phân phối hàng chuyên dụng
DHA,CTCP Hóa An,,HOSE,STOCK,4,2353,Vật liệu xây dựng & Nội thất
DHB,CTCP Phân đạm và Hóa chất Hà Bắc,,UPCOM,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
DHC,CTCP Đông Hải Bến Tre,,HOSE,STOCK,4,1737,Sản xuất giấy
DHD,CTCP Dược Vật tư Y tế Hải Dương,,UPCOM,STOCK,4,4577,Dược phẩm
DHG,CTCP Dược Hậu Giang,,HOSE,STOCK,4,4577,Dược phẩm
DHM,CTCP Đầu tư và Thương mại DHM,,HOSE,STOCK,4,1775,Khai khoáng
DHN,CTCP Dược phẩm Hà Nội,,UPCOM,STOCK,4,4577,Dược phẩm
DHP,CTCP Điện cơ Hải Phòng,,HNX,STOCK,4,2737,Thiết bị điện
DHT,CTCP Dược phẩm Hà Tây,,HNX,STOCK,4,4577,Dược phẩm
DIC,CTCP Đầu tư và Thương mại DIC,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
DID,CTCP DIC - Đồng Tiến,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
DIG,Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng,,HOSE,STOCK,4,8633,Bất động sản
DIH,CTCP Đầu tư Phát triển Xây dựng - Hội An,,HNX,STOCK,4,8633,Bất động sản
DKC,CTCP Chợ Lạng Sơn,,UPCOM,STOCK,4,5373,Bán lẻ phức hợp
DKG,CTCP Tập đoàn Damik,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
DL1,CTCP Tập đoàn Alpha Seven,,HNX,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
DLD,CTCP Du lịch Đắk Lắk,,UPCOM,STOCK,4,5753,Khách sạn
DLG,CTCP Tập đoàn Đức Long Gia Lai,,HOSE,STOCK,4,2357,Xây dựng
DLR,CTCP Địa ốc Đà Lạt,,UPCOM,STOCK,4,2357,Xây dựng
DLT,CTCP Du lịch và Thương mại - Vinacomin,,UPCOM,STOCK,4,5759,Vận tải hành khách & Du lịch
DM7,CTCP Dệt May 7,,UPCOM,STOCK,4,3763,Hàng May mặc
DMC,CTCP Xuất nhập khẩu Y Tế DOMESCO,,HOSE,STOCK,4,4577,Dược phẩm
DMN,CTCP Domenal,,UPCOM,STOCK,4,3573,Nuôi trồng nông & hải sản
DMX,CTCP Đầu tư Điện máy Xanh,,HOSE,STOCK,4,5373,Bán lẻ phức hợp
DNA,CTCP Điện Nước An Giang,,UPCOM,STOCK,4,7577,Nước
DNC,CTCP Điện Nước Lắp máy Hải Phòng,,HNX,STOCK,4,7535,Sản xuất & Phân phối Điện
DND,CTCP Đầu tư Xây dựng và Vật liệu Đồng Nai,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
DNE,CTCP Môi trường Đô thị Đà Nẵng,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
DNH,CTCP Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,,UPCOM,STOCK,4,7535,Sản xuất & Phân phối Điện
DNL,CTCP Logistics Cảng Đà Nẵng,,UPCOM,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
DNM,Tổng Công ty cổ phần Y tế DANAMECO,,UPCOM,STOCK,4,4537,Dụng cụ y tế
DNN,CTCP Cấp nước Đà Nẵng,,UPCOM,STOCK,4,7577,Nước
DNP,CTCP DNP Holding,,HNX,STOCK,4,2353,Vật liệu xây dựng & Nội thất
DNT,CTCP Du lịch Đồng Nai,,UPCOM,STOCK,4,5755,Dịch vụ giải trí
DNW,CTCP Cấp nước Đồng Nai,,UPCOM,STOCK,4,7577,Nước
DOC,CTCP Vật tư Nông Nghiệp Đồng Nai,,UPCOM,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
DOP,CTCP Vận tải Xăng dầu Đồng Tháp,,UPCOM,STOCK,4,2779,Dịch vụ vận tải
DP1,CTCP Dược phẩm Trung ương CPC1,,UPCOM,STOCK,4,4577,Dược phẩm
DP2,CTCP Dược phẩm Trung ương 2,,UPCOM,STOCK,4,4577,Dược phẩm
DP3,CTCP Dược phẩm Trung ương 3,,HNX,STOCK,4,4577,Dược phẩm
DPC,CTCP Nhựa Đà Nẵng,,UPCOM,STOCK,4,2723,Containers & Đóng gói
DPG,CTCP Tập đoàn Đạt Phương,,HOSE,STOCK,4,2357,Xây dựng
DPH,CTCP Dược phẩm Hải Phòng,,UPCOM,STOCK,4,4577,Dược phẩm
DPM,Tổng công ty Phân bón và Hóa chất Dầu khí - CTCP,,HOSE,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
DPP,CTCP Dược Đồng Nai,,UPCOM,STOCK,4,4577,Dược phẩm
DPR,CTCP Cao su Đồng Phú,,HOSE,STOCK,4,1353,"Nhựa, cao su & sợi"
DQC,CTCP Tập đoàn Điện Quang,,HOSE,STOCK,4,3726,Thiết bị gia dụng
DRC,CTCP Cao su Đà Nẵng,,HOSE,STOCK,4,3357,Lốp xe
DRG,CTCP Cao su Đắk Lắk,,UPCOM,STOCK,4,1353,"Nhựa, cao su & sợi"
DRH,CTCP DRH Holdings,,HOSE,STOCK,4,8633,Bất động sản
DRI,CTCP Đầu tư Cao su Đắk Lắk,,UPCOM,STOCK,4,1353,"Nhựa, cao su & sợi"
DRL,CTCP Thủy điện - Điện Lực 3,,HOSE,STOCK,4,7535,Sản xuất & Phân phối Điện
DS3,CTCP DS3,,HNX,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
DSC,CTCP Chứng khoán DSC,,HOSE,STOCK,4,8777,Môi giới chứng khoán
DSD,CTCP DHC Suối Đôi,,UPCOM,STOCK,4,5755,Dịch vụ giải trí
DSE,CTCP Chứng khoán DNSE,,HOSE,STOCK,4,8777,Môi giới chứng khoán
DSG,CTCP Kính Đáp Cầu,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
DSH,CTCP Đông Sơn Holding,,UPCOM,STOCK,4,2357,Xây dựng
DSN,CTCP Công viên nước Đầm Sen,,HOSE,STOCK,4,5755,Dịch vụ giải trí
DSP,CTCP Dịch vụ Du lịch Phú Thọ,,UPCOM,STOCK,4,5759,Vận tải hành khách & Du lịch
DST,CTCP Đầu tư Sao Thăng Long,,HNX,STOCK,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
DTA,CTCP Đệ Tam,,HOSE,STOCK,4,8633,Bất động sản
DTC,CTCP Viglacera Đông Triều,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
DTD,CTCP Đầu tư Phát triển Thành Đạt,,HNX,STOCK,4,8633,Bất động sản
DTG,CTCP Dược phẩm Tipharco,,HNX,STOCK,4,4577,Dược phẩm
DTH,CTCP Dược - Vật tư Y Tế Thanh Hóa,,UPCOM,STOCK,4,4535,Thiết bị y tế
DTI,CTCP Đầu tư Đức Trung,,UPCOM,STOCK,4,5753,Khách sạn
DTK,Tổng Công ty Điện lực TKV - CTCP,,HNX,STOCK,4,7535,Sản xuất & Phân phối Điện
DTL,CTCP Đại Thiên Lộc,,HOSE,STOCK,4,1757,Thép và sản phẩm thép
DTP,CTCP Dược phẩm CPC1 Hà Nội,,UPCOM,STOCK,4,4577,Dược phẩm
DTT,CTCP Kỹ nghệ Đô Thành,,HOSE,STOCK,4,1353,"Nhựa, cao su & sợi"
DUS,CTCP Dịch vụ Đô thị Đà Lạt,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
DVC,CTCP Thương mại Dịch vụ Tổng hợp Cảng Hải Phòng,,UPCOM,STOCK,4,7573,Phân phối xăng dầu & khí đốt
DVG,CTCP Đại Việt Group DVG,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
DVM,CTCP Dược liệu Việt Nam,,HNX,STOCK,4,4577,Dược phẩm
DVN,Tổng Công ty Dược Việt Nam - CTCP,,UPCOM,STOCK,4,4577,Dược phẩm
DVP,CTCP Đầu tư và Phát triển Cảng Đình Vũ,,HOSE,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
DVW,CTCP Dịch vụ và Xây dựng Cấp nước Đồng Nai,,UPCOM,STOCK,4,2357,Xây dựng
DWC,CTCP Cấp nước Đắk Lắk,,UPCOM,STOCK,4,7577,Nước
DWS,CTCP Cấp nước và Môi trường đô thị Đồng Tháp,,UPCOM,STOCK,4,7577,Nước
DXG,CTCP Bluemarq Group,,HOSE,STOCK,4,8633,Bất động sản
DXL,CTCP Du Lịch và Xuất nhập khẩu Lạng Sơn,,UPCOM,STOCK,4,5753,Khách sạn
DXP,CTCP Cảng Đoạn Xá,,HNX,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
DXS,CTCP Dịch vụ Bất động sản Đất Xanh,,HOSE,STOCK,4,8637,"Tư Vấn, Định giá, Môi giới Bất động sản"
DXV,CTCP VICEM Vật liệu Xây dựng Đà Nẵng,,HOSE,STOCK,4,2353,Vật liệu xây dựng & Nội thất
E12,CTCP Xây dựng Điện VNECO12,,UPCOM,STOCK,4,2357,Xây dựng
E29,CTCP Đầu tư Xây dựng và Kỹ thuật 29,,UPCOM,STOCK,4,2357,Xây dựng
EBS,CTCP Sách Giáo dục tại Thành phố Hà Nội,,HNX,STOCK,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
ECI,CTCP Tập Đoàn ECI,,HNX,STOCK,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
ECO,CTCP Nhựa sinh thái Việt Nam,,UPCOM,STOCK,4,1353,"Nhựa, cao su & sợi"
EFI,CTCP Đầu tư Tài chính Giáo dục,,UPCOM,STOCK,4,8633,Bất động sản
EGL,CTCP Môi trường Đô thị Gia Lâm,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,,HOSE,STOCK,4,8355,Ngân hàng
EIC,CTCP EVN Quốc tế,,UPCOM,STOCK,4,2357,Xây dựng
EID,CTCP Đầu tư và Phát triển Giáo dục Hà Nội,,HNX,STOCK,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
EIN,CTCP Đầu tư - Thương mại - Dịch vụ Điện Lực,,UPCOM,STOCK,4,5753,Khách sạn
ELC,CTCP Công Nghệ - Viễn Thông Elcom,,HOSE,STOCK,4,9578,Thiết bị viễn thông
EME,CTCP Điện cơ,,UPCOM,STOCK,4,2737,Thiết bị điện
EMG,CTCP Thiết bị Phụ tùng Cơ điện,,UPCOM,STOCK,4,2737,Thiết bị điện
EMS,Tổng Công ty Chuyển phát nhanh Bưu Điện - CTCP,,UPCOM,STOCK,4,2771,Chuyển phát nhanh
EVE,CTCP Everpia,,HOSE,STOCK,4,3763,Hàng May mặc
EVF,Công ty Tài chính Tổng hợp Cổ phần Điện lực,,HOSE,STOCK,4,8773,Tài chính cá nhân
EVG,CTCP Tập đoàn EverLand,,HOSE,STOCK,4,2357,Xây dựng
EVS,CTCP Chứng khoán EVS,,HNX,STOCK,4,8777,Môi giới chứng khoán
F88,CTCP Đầu tư F88,,UPCOM,STOCK,4,8773,Tài chính cá nhân
FBC,CTCP Cơ khí Phổ Yên,,UPCOM,STOCK,4,2757,Máy công nghiệp
FCC,CTCP Liên hợp Thực phẩm,,UPCOM,STOCK,4,8633,Bất động sản
FCM,CTCP Bê tông Phan Vũ Hà Nam,,HOSE,STOCK,4,2353,Vật liệu xây dựng & Nội thất
FCN,CTCP Tập đoàn FECON,,HOSE,STOCK,4,2357,Xây dựng
FCS,CTCP Lương thực Thành phố Hồ Chí Minh,,UPCOM,STOCK,4,3577,Thực phẩm
FDC,CTCP Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,,HOSE,STOCK,4,8633,Bất động sản
FGL,CTCP Cà phê Gia Lai,,UPCOM,STOCK,4,3537,Đồ uống & giải khát
FHN,CTCP Xuất nhập khẩu Lương thực - Thực phẩm Hà Nội,,UPCOM,STOCK,4,5337,Phân phối thực phẩm
FHS,CTCP Phát hành Sách Thành phố Hồ Chí Minh,,UPCOM,STOCK,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
FIC,Tổng Công ty Vật liệu Xây dựng số 1 - CTCP,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
FID,CTCP Đầu tư và Phát triển Doanh nghiệp Việt Nam,,HNX,STOCK,4,2353,Vật liệu xây dựng & Nội thất
FIR,CTCP Địa ốc First Real,,HOSE,STOCK,4,8633,Bất động sản
FIT,CTCP Tập đoàn F.I.T,,HOSE,STOCK,4,4577,Dược phẩm
FMC,CTCP Thực phẩm Sao Ta,,HOSE,STOCK,4,3573,Nuôi trồng nông & hải sản
FOC,CTCP Dịch vụ Trực tuyến FPT,,UPCOM,STOCK,4,5555,Dịch vụ truyền thông
FOX,CTCP Viễn thông FPT,,UPCOM,STOCK,4,6535,Viễn thông cố định
FPT,CTCP FPT,,HOSE,STOCK,4,9537,Phần mềm
FRC,CTCP Lâm đặc sản Xuất khẩu Quảng Nam,,UPCOM,STOCK,4,1733,Lâm sản và Chế biến gỗ
FRM,CTCP Lâm Nghiệp Sài Gòn,,UPCOM,STOCK,4,1733,Lâm sản và Chế biến gỗ
FRT,CTCP Bán lẻ Kỹ thuật số FPT,,HOSE,STOCK,4,5379,Phân phối hàng chuyên dụng
FSO,CTCP Cơ khí đóng tàu Thủy sản Việt Nam,,UPCOM,STOCK,4,2753,Xe tải & Đóng tàu
FT1,CTCP Phụ tùng Máy số 1,,UPCOM,STOCK,4,2757,Máy công nghiệp
FTI,CTCP Công nghiệp - Thương mại Hữu Nghị,,UPCOM,STOCK,4,3355,Phụ tùng ô tô
FTM,CTCP Đầu tư và Phát triển Đức Quân,,UPCOM,STOCK,4,3763,Hàng May mặc
FTS,CTCP Chứng khoán FPT,,HOSE,STOCK,4,8777,Môi giới chứng khoán
G20,CTCP Đầu tư Dệt may Vĩnh Phúc,,UPCOM,STOCK,4,3763,Hàng May mặc
G36,Tổng Công ty 36 - CTCP,,UPCOM,STOCK,4,2357,Xây dựng
GAS,Tổng Công ty Khí Việt Nam - CTCP,,HOSE,STOCK,4,7573,Phân phối xăng dầu & khí đốt
GCB,CTCP Petec Bình Định,,UPCOM,STOCK,4,7573,Phân phối xăng dầu & khí đốt
GCF,CTCP Thực phẩm G.C,,UPCOM,STOCK,4,3577,Thực phẩm
GDA,CTCP Tôn Đông Á,,UPCOM,STOCK,4,1757,Thép và sản phẩm thép
GDH,CTCP Tập đoàn GDC,,UPCOM,STOCK,4,2357,Xây dựng
GDT,CTCP Chế biến Gỗ Đức Thành,,HOSE,STOCK,4,3726,Thiết bị gia dụng
GDW,CTCP Cấp nước Gia Định,,HNX,STOCK,4,7577,Nước
GEE,CTCP Điện lực Gelex,,HOSE,STOCK,4,2737,Thiết bị điện
GEG,CTCP Điện Gia Lai,,HOSE,STOCK,4,7535,Sản xuất & Phân phối Điện
GEL,CTCP Hạ tầng GELEX,,HOSE,STOCK,4,2353,Vật liệu xây dựng & Nội thất
GER,CTCP Thể thao Ngôi sao Geru,,UPCOM,STOCK,4,1353,"Nhựa, cao su & sợi"
GEX,CTCP Tập đoàn GELEX,,HOSE,STOCK,4,2737,Thiết bị điện
GGG,CTCP Ô tô Giải Phóng,,UPCOM,STOCK,4,3353,Sản xuất ô tô
GH3,CTCP Công trình Giao thông Hà Nội,,UPCOM,STOCK,4,2357,Xây dựng
GHC,CTCP Thủy điện Gia Lai,,HOSE,STOCK,4,7535,Sản xuất & Phân phối Điện
GIC,CTCP VSC Green Logistics,,HNX,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
GIL,CTCP Sản xuất Kinh doanh và Xuất nhập khẩu Bình Thạnh,,HOSE,STOCK,4,3763,Hàng May mặc
GKM,CTCP GKM Holdings,,HNX,STOCK,4,2353,Vật liệu xây dựng & Nội thất
GLC,CTCP Vàng Lào Cai,,UPCOM,STOCK,4,1777,Khai thác vàng
GLT,CTCP Kỹ thuật Điện Toàn cầu,,HNX,STOCK,4,3743,Điện tử tiêu dùng
GLW,CTCP Cấp thoát nước Gia Lai,,UPCOM,STOCK,4,7577,Nước
GMA,CTCP G-Automobile,,HNX,STOCK,4,3353,Sản xuất ô tô
GMC,CTCP Garmex Sài Gòn,,UPCOM,STOCK,4,3763,Hàng May mặc
GMD,CTCP Tập đoàn Gemadept,,HOSE,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
GMH,CTCP Minh Hưng Quảng Trị,,HOSE,STOCK,4,2353,Vật liệu xây dựng & Nội thất
GMX,CTCP Gạch ngói Gốm Xây dựng Mỹ Xuân,,HNX,STOCK,4,2353,Vật liệu xây dựng & Nội thất
GND,CTCP Gạch ngói Đồng Nai,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
GPC,CTCP Tập đoàn Green+,,UPCOM,STOCK,4,4577,Dược phẩm
GSM,CTCP Thủy điện Hương Sơn,,UPCOM,STOCK,4,7535,Sản xuất & Phân phối Điện
GSP,CTCP Vận tải Sản Phẩm Khí Quốc tế,,HOSE,STOCK,4,2773,Vận tải Thủy
GTA,CTCP Chế biến gỗ Thuận An,,HOSE,STOCK,4,1733,Lâm sản và Chế biến gỗ
GTD,CTCP Giầy Thượng Đình,,UPCOM,STOCK,4,3765,Giầy dép
GTS,CTCP Công trình Giao thông Sài Gòn,,UPCOM,STOCK,4,2357,Xây dựng
GTT,CTCP Thuận Thảo,,UPCOM,STOCK,4,5755,Dịch vụ giải trí
GTX,CTCP Global Tanker,,UPCOM,STOCK,4,2773,Vận tải Thủy
GVR,Tập đoàn Công nghiệp Cao su Việt Nam - CTCP,,HOSE,STOCK,4,1353,"Nhựa, cao su & sợi"
GVT,CTCP Giấy Việt Trì,,UPCOM,STOCK,4,1737,Sản xuất giấy
H11,CTCP Xây dựng HUD101,,UPCOM,STOCK,4,2357,Xây dựng
HAC,CTCP Chứng khoán Hải Phòng,,UPCOM,STOCK,4,8777,Môi giới chứng khoán
HAD,CTCP Bia Hà Nội - Hải Dương,,HNX,STOCK,4,3533,Sản xuất bia
HAF,CTCP Thực phẩm Hà Nội,,UPCOM,STOCK,4,3577,Thực phẩm
HAG,CTCP Hoàng Anh Gia Lai,,HOSE,STOCK,4,3573,Nuôi trồng nông & hải sản
HAH,CTCP Vận tải và Xếp dỡ Hải An,,HOSE,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
HAM,CTCP Vật tư Hậu Giang,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
HAN,Tổng Công ty Xây dựng Hà Nội - CTCP,,UPCOM,STOCK,4,2357,Xây dựng
HAP,CTCP Tập đoàn Hapaco,,HOSE,STOCK,4,1737,Sản xuất giấy
HAR,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền,,HOSE,STOCK,4,8633,Bất động sản
HAS,CTCP Hacisco,,HOSE,STOCK,4,2357,Xây dựng
HAT,CTCP Thương mại Bia Hà Nội,,HNX,STOCK,4,3533,Sản xuất bia
HAV,CTCP Rượu Hapro,,UPCOM,STOCK,4,3535,Vang & Rượu mạnh
HAX,CTCP Dịch vụ Ô tô Hàng Xanh,,HOSE,STOCK,4,3353,Sản xuất ô tô
HBC,CTCP Tập đoàn Xây dựng Hòa Bình,,UPCOM,STOCK,4,2357,Xây dựng
HBD,CTCP Bao Bì PP Bình Dương,,UPCOM,STOCK,4,2723,Containers & Đóng gói
HBH,CTCP Habeco - Hải Phòng,,UPCOM,STOCK,4,3533,Sản xuất bia
HBS,CTCP Chứng khoán Hòa Bình,,HNX,STOCK,4,8777,Môi giới chứng khoán
HC1,CTCP Xây dựng Số 1 Hà Nội,,UPCOM,STOCK,4,2357,Xây dựng
HC3,CTCP Xây dựng Số 3 Hải Phòng,,UPCOM,STOCK,4,2357,Xây dựng
HCC,CTCP Bê tông Hòa Cầm - Intimex,,HNX,STOCK,4,2353,Vật liệu xây dựng & Nội thất
HCD,CTCP Đầu tư Sản xuất và Thương mại HCD,,HOSE,STOCK,4,1353,"Nhựa, cao su & sợi"
HCI,CTCP Đầu tư Xây dựng Hà Nội ,,UPCOM,STOCK,4,2357,Xây dựng
HCM,CTCP Chứng khoán Thành phố Hồ Chí Minh,,HOSE,STOCK,4,8777,Môi giới chứng khoán
HCT,CTCP Thương mại Dịch vụ Vận tải Xi măng Hải Phòng,,HNX,STOCK,4,2779,Dịch vụ vận tải
HD2,CTCP Đầu tư Phát triển Nhà HUD2,,UPCOM,STOCK,4,8633,Bất động sản
HD6,CTCP Đầu tư và Phát triển Nhà Số 6 Hà Nội,,UPCOM,STOCK,4,8633,Bất động sản
HD8,CTCP Đầu tư Phát triển Nhà và Đô thị HUD8,,UPCOM,STOCK,4,8633,Bất động sản
HDA,CTCP Hãng sơn Đông Á,,HNX,STOCK,4,2353,Vật liệu xây dựng & Nội thất
HDB,Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh,,HOSE,STOCK,4,8355,Ngân hàng
HDC,CTCP Phát triển Nhà Bà Rịa - Vũng Tàu,,HOSE,STOCK,4,8633,Bất động sản
HDG,CTCP Tập đoàn Hà Đô,,HOSE,STOCK,4,7535,Sản xuất & Phân phối Điện
HDM,CTCP Dệt may Huế,,UPCOM,STOCK,4,3763,Hàng May mặc
HDP,CTCP Dược Hà Tĩnh,,UPCOM,STOCK,4,4577,Dược phẩm
HDW,CTCP Kinh doanh Nước sạch Hải Dương,,UPCOM,STOCK,4,7577,Nước
HEC,CTCP Tư vấn Xây dựng Thủy Lợi II,,UPCOM,STOCK,4,2791,Tư vấn & Hỗ trợ KD
HEJ,Tổng Công ty Tư vấn Xây dựng Thủy lợi Việt Nam - CTCP,,UPCOM,STOCK,4,2357,Xây dựng
HEP,CTCP Môi trường và Công trình Đô thị Huế,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
HES,CTCP Dịch vụ Giải trí Hà Nội,,UPCOM,STOCK,4,5755,Dịch vụ giải trí
HEV,CTCP Sách Đại học - Dạy nghề,,HNX,STOCK,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
HFB,CTCP Công trình Cầu phà Thành phố Hồ Chí Minh,,UPCOM,STOCK,4,2357,Xây dựng
HFC,CTCP Xăng dầu HFC,,UPCOM,STOCK,4,7573,Phân phối xăng dầu & khí đốt
HFX,CTCP Sản xuất - Xuất nhập khẩu Thanh Hà,,UPCOM,STOCK,4,5373,Bán lẻ phức hợp
