research_date,stock_code,market_score,recommendation,candidate_rank,buy_price,sell_price
2019-08-08,BDT,72.6,BUY,24,13950,16840
2019-08-08,NAF,72.46,BUY,25,16230,17830
2019-08-08,DTD,71.36,BUY,26,6010,7220
2019-08-08,CMX,70.98,BUY,27,17450,20150
2019-08-08,SZC,70.62,BUY,28,13900,15540
2019-08-08,L14,69.97,BUY,29,33900,38350
2019-08-08,IJC,69.57,BUY,30,5720,6370
2019-08-08,VC3,47.79,HOLD,31,6730,6740
2019-08-08,HDB,47.73,HOLD,32,4930,4940
2019-08-08,NCT,47.72,HOLD,33,36580,36590
2019-08-08,CTG,47.71,HOLD,34,9070,9080
2019-08-08,DHG,47.5,HOLD,35,63230,63240
2019-08-08,VGC,47.39,HOLD,36,13780,13790
2019-08-08,ACB,47.37,HOLD,37,5360,5370
2019-08-08,DHC,47.14,HOLD,38,12790,12800
2019-08-08,STK,46.9,HOLD,39,8440,8450
2019-08-08,PLX,46.89,HOLD,40,47680,47690
2019-08-08,HAG,46.59,HOLD,41,4960,4970
2019-08-08,CTF,46.46,HOLD,42,12880,12890
2019-08-08,CII,46.32,HOLD,43,15340,15350
2019-08-08,LPB,46.16,HOLD,44,2700,2710
2019-08-08,DBD,46.14,HOLD,45,19920,19930
2019-08-08,PC1,32.31,SELL,46,6200,5800
2019-08-08,VGT,30.95,SELL,47,7560,7040
2019-08-08,SRC,30.92,SELL,48,12080,10650
2019-08-08,MPT,30.83,SELL,49,2180,1980
2019-08-08,IDI,30.36,SELL,50,3960,3670
2019-08-08,BHA,29.37,SELL,51,9370,7810
2019-08-08,SRA,28.21,SELL,52,7370,6700
2019-08-08,BSR,26.94,SELL,53,5540,5010
2019-08-08,HUT,26.0,SELL,54,2100,1820
2019-08-08,TTH,25.96,SELL,55,2770,2420
2019-08-08,VNE,24.18,SELL,56,3040,2640
2019-08-08,BFC,23.69,SELL,57,8200,7370
2019-08-08,SJF,22.94,SELL,58,2830,2350
2019-08-08,SFG,22.26,SELL,59,7030,6070
2019-08-08,YEG,17.18,SELL,60,24520,20390
2019-08-09,C69,83.95,BUY,1,15320,19950
2019-08-09,SCI,83.38,BUY,2,8230,10850
2019-08-09,TIP,82.72,BUY,3,21410,25560
2019-08-09,CTR,81.61,BUY,4,19560,24460
2019-08-09,SNZ,81.01,BUY,5,23410,29920
2019-08-09,GVR,80.84,BUY,6,14430,16750
2019-08-09,HTM,80.65,BUY,7,13620,17190
2019-08-09,VEC,79.84,BUY,8,13640,18100
2019-08-09,BDT,78.62,BUY,9,15200,19200
2019-08-09,BAX,78.54,BUY,10,39520,46410
2019-08-09,SZL,76.18,BUY,11,14720,17130
2019-08-09,SAS,76.17,BUY,12,26010,33720
2019-08-09,NTC,75.55,BUY,13,91100,102340
2019-08-09,BCM,75.42,BUY,14,29890,35040
2019-08-09,TTN,75.26,BUY,15,6560,7820
2019-08-09,SZC,74.56,BUY,16,13730,15650
2019-08-09,VGI,74.55,BUY,17,33330,39790
2019-08-09,PHR,73.08,BUY,18,27570,30590
2019-08-09,HDC,73.07,BUY,19,5310,5950
2019-08-09,CCL,73.06,BUY,20,4150,4820
2019-08-09,VCS,72.19,BUY,21,53510,60810
2019-08-09,IJC,71.79,BUY,22,5810,6540
2019-08-09,DAH,71.76,BUY,23,12860,14850
2019-08-09,L14,70.93,BUY,24,33660,38090
2019-08-09,DTD,70.83,BUY,25,6100,7240
2019-08-09,NAF,70.48,BUY,26,16150,17580
2019-08-09,MWG,70.07,BUY,27,34880,37910
2019-08-09,VRG,69.8,BUY,28,9940,11390
2019-08-09,DDG,69.61,BUY,29,13130,13810
2019-08-09,NDN,69.52,BUY,30,9320,10140
2019-08-09,ACB,50.4,HOLD,31,5460,5490
2019-08-09,PVI,50.33,HOLD,32,22250,22390
2019-08-09,DHC,50.11,HOLD,33,12740,12810
2019-08-09,NKG,50.04,HOLD,34,2830,2840
2019-08-09,FIT,49.92,HOLD,35,3030,3060
2019-08-09,CSC,49.8,HOLD,36,7930,8020
2019-08-09,PLX,49.76,HOLD,37,47840,48050
2019-08-09,HDA,49.75,HOLD,38,6000,6030
2019-08-09,PDR,49.47,HOLD,39,10570,10590
2019-08-09,DGC,49.39,HOLD,40,6970,7020
2019-08-09,CTF,49.3,HOLD,41,12880,13010
2019-08-09,ACV,49.03,HOLD,42,51200,51280
2019-08-09,TNI,48.68,HOLD,43,10160,10190
2019-08-09,DQC,48.26,HOLD,44,14850,14870
2019-08-09,VTP,48.12,HOLD,45,38120,38130
2019-08-09,BFC,30.24,SELL,46,8310,7690
2019-08-09,PVD,29.92,SELL,47,7140,6610
2019-08-09,ART,29.3,SELL,48,2270,2040
2019-08-09,SRA,28.77,SELL,49,7250,6600
2019-08-09,DPM,28.08,SELL,50,4360,4070
2019-08-09,HHP,27.54,SELL,51,9060,7810
2019-08-09,SRC,27.39,SELL,52,12400,10610
2019-08-09,MPT,27.3,SELL,53,2180,1930
2019-08-09,HUT,26.79,SELL,54,2100,1830
2019-08-09,BSR,24.9,SELL,55,5480,4910
2019-08-09,SJF,22.26,SELL,56,2820,2330
2019-08-09,VNE,21.71,SELL,57,3100,2650
2019-08-09,BHA,21.0,SELL,58,8080,6220
2019-08-09,YEG,16.39,SELL,59,24030,19880
2019-08-09,SFG,15.7,SELL,60,7130,5890
2019-08-12,CTR,87.63,BUY,1,19670,25390
2019-08-12,SCI,87.52,BUY,2,8200,11080
2019-08-12,TIP,85.08,BUY,3,20760,25150
2019-08-12,CCL,83.4,BUY,4,4090,5000
2019-08-12,SNZ,83.03,BUY,5,24180,31330
2019-08-12,BAX,81.39,BUY,6,38900,46130
2019-08-12,SZL,80.21,BUY,7,14720,17480
2019-08-12,TRC,79.68,BUY,8,7790,9150
2019-08-12,C69,78.98,BUY,9,15100,19060
2019-08-12,SAS,78.86,BUY,10,25550,33900
2019-08-12,NHH,78.57,BUY,11,16940,23090
2019-08-12,GVR,78.14,BUY,12,14260,16330
2019-08-12,VEC,76.99,BUY,13,14790,19340
2019-08-12,BCM,76.45,BUY,14,29980,35340
2019-08-12,BDT,76.36,BUY,15,14720,18350
2019-08-12,NTC,76.04,BUY,16,92540,103420
2019-08-12,HTM,75.08,BUY,17,14110,17110
2019-08-12,SZC,73.33,BUY,18,13790,15630
2019-08-12,PHR,73.13,BUY,19,27610,30640
2019-08-12,NAF,72.9,BUY,20,16150,17740
2019-08-12,L14,72.62,BUY,21,34920,39940
2019-08-12,DAH,72.23,BUY,22,12780,14670
2019-08-12,D2D,71.54,BUY,23,29840,33670
2019-08-12,DPG,71.26,BUY,24,18120,20020
2019-08-12,MWG,70.78,BUY,25,35770,39020
2019-08-12,HDC,70.56,BUY,26,5190,5770
2019-08-12,VRG,70.53,BUY,27,9940,11430
2019-08-12,SMB,69.89,BUY,28,20480,22570
2019-08-12,LMH,68.58,BUY,29,15180,16720
2019-08-12,IJC,68.38,BUY,30,5700,6330
2019-08-12,SAB,49.66,HOLD,31,96170,96490
2019-08-12,CTG,49.28,HOLD,32,9220,9230
2019-08-12,ITC,49.18,HOLD,33,9000,9050
2019-08-12,PLX,49.14,HOLD,34,47840,47940
2019-08-12,DBD,49.01,HOLD,35,19800,19810
2019-08-12,CTF,48.92,HOLD,36,12880,12980
2019-08-12,HNG,48.45,HOLD,37,18140,18150
2019-08-12,PVC,48.22,HOLD,38,4740,4750
2019-08-12,GEX,48.0,HOLD,39,9180,9190
2019-08-12,LPB,47.86,HOLD,40,2630,2640
2019-08-12,CSM,47.82,HOLD,41,13160,13170
2019-08-12,DRH,47.8,HOLD,42,5390,5400
2019-08-12,TNG,47.73,HOLD,43,7780,7790
2019-08-12,PVB,47.62,HOLD,44,18820,18830
2019-08-12,HPG,47.49,HOLD,45,7030,7040
2019-08-12,SJF,31.38,SELL,46,2860,2550
2019-08-12,BFC,31.38,SELL,47,8840,8110
2019-08-12,BSR,31.05,SELL,48,5540,5110
2019-08-12,DCL,30.35,SELL,49,16710,15140
2019-08-12,C4G,29.84,SELL,50,4050,3720
2019-08-12,HUT,27.24,SELL,51,2290,2000
2019-08-12,MPT,27.08,SELL,52,2180,1940
2019-08-12,ART,26.91,SELL,53,2170,1910
2019-08-12,ASM,26.64,SELL,54,3080,2780
2019-08-12,SFG,24.95,SELL,55,7340,6420
2019-08-12,HII,24.68,SELL,56,5820,5140
2019-08-12,HHP,24.04,SELL,57,8940,7640
2019-08-12,YEG,21.5,SELL,58,25630,21370
2019-08-12,VNE,20.82,SELL,59,3020,2560
2019-08-12,SRA,20.78,SELL,60,7250,6340
2019-08-13,CTR,88.37,BUY,1,19570,25380
2019-08-13,SCI,86.95,BUY,2,7880,10620
2019-08-13,TIP,85.91,BUY,3,19760,24270
2019-08-13,SNZ,84.73,BUY,4,25890,33860
2019-08-13,CCL,82.95,BUY,5,4090,4990
2019-08-13,C69,82.2,BUY,6,14810,19050
2019-08-13,SAS,81.67,BUY,7,27450,37330
2019-08-13,BAX,80.0,BUY,8,38450,45140
2019-08-13,HTM,79.75,BUY,9,13910,17400
2019-08-13,VEC,79.41,BUY,10,14520,19090
2019-08-13,VRG,77.79,BUY,11,10060,11990
2019-08-13,SZC,77.01,BUY,12,13790,15890
2019-08-13,GVR,76.71,BUY,13,14000,15960
2019-08-13,TRC,75.89,BUY,14,7540,8740
2019-08-13,BCM,75.69,BUY,15,29720,34770
2019-08-13,DAH,74.54,BUY,16,12730,14780
2019-08-13,L14,73.99,BUY,17,36390,42020
2019-08-13,NHH,73.47,BUY,18,17940,23330
2019-08-13,VCS,73.33,BUY,19,54240,61160
2019-08-13,BDT,72.95,BUY,20,14090,17190
2019-08-13,DTD,72.64,BUY,21,6060,7280
2019-08-13,VGI,71.43,BUY,22,32870,38390
2019-08-13,SZL,71.16,BUY,23,14210,16200
2019-08-13,HDC,70.59,BUY,24,5480,6120
2019-08-13,TTN,70.36,BUY,25,6200,7170
2019-08-13,NTC,69.91,BUY,26,93280,101810
2019-08-13,HDG,68.16,BUY,27,10440,11360
2019-08-13,NAF,68.09,BUY,28,16000,17240
2019-08-13,PHR,68.09,BUY,29,26550,29060
2019-08-13,IJC,67.95,BUY,30,5840,6470
2019-08-13,FTM,49.04,HOLD,31,24080,24090
2019-08-13,ITC,48.97,HOLD,32,9190,9230
2019-08-13,AMV,48.82,HOLD,33,11300,11320
2019-08-13,DGC,48.75,HOLD,34,6620,6650
2019-08-13,BVH,48.75,HOLD,35,64940,65160
2019-08-13,DPR,48.41,HOLD,36,14040,14070
2019-08-13,FMC,48.19,HOLD,37,18430,18440
2019-08-13,VTP,48.14,HOLD,38,37570,37580
2019-08-13,TAR,47.99,HOLD,39,20600,20610
2019-08-13,DHC,47.97,HOLD,40,12280,12290
2019-08-13,HAR,47.97,HOLD,41,3520,3530
2019-08-13,PXS,47.87,HOLD,42,5800,5810
2019-08-13,DCM,47.85,HOLD,43,4780,4790
2019-08-13,AAA,47.35,HOLD,44,12510,12520
2019-08-13,PHC,47.3,HOLD,45,6660,6670
2019-08-13,HCM,32.28,SELL,46,5730,5360
2019-08-13,SHS,32.17,SELL,47,2480,2310
2019-08-13,BFC,31.95,SELL,48,8870,8160
2019-08-13,ASM,31.79,SELL,49,3080,2850
2019-08-13,TTH,31.47,SELL,50,3000,2700
2019-08-13,HHS,29.85,SELL,51,2130,1980
2019-08-13,HII,29.85,SELL,52,5870,5330
2019-08-13,HUT,29.35,SELL,53,2290,2030
2019-08-13,BSR,29.15,SELL,54,5650,5150
2019-08-13,ART,28.58,SELL,55,2170,1930
2019-08-13,SJF,26.31,SELL,56,2880,2480
2019-08-13,SRC,25.79,SELL,57,11930,10130
2019-08-13,SFG,21.59,SELL,58,7250,6220
2019-08-13,VNE,20.43,SELL,59,3040,2580
2019-08-13,YEG,11.87,SELL,60,27000,20570
2019-08-14,SNZ,84.86,BUY,1,24010,31790
2019-08-14,CCL,84.61,BUY,2,3850,4790
2019-08-14,SCI,84.49,BUY,3,7580,9860
2019-08-14,C69,84.21,BUY,4,14820,19260
2019-08-14,CTR,83.83,BUY,5,18890,24080
2019-08-14,HTM,82.31,BUY,6,13910,17670
2019-08-14,L14,80.87,BUY,7,36140,42010
2019-08-14,TIP,79.54,BUY,8,18350,22150
2019-08-14,SAS,79.37,BUY,9,28090,37500
2019-08-14,NHH,78.8,BUY,10,18920,25800
2019-08-14,BCM,76.03,BUY,11,28520,33580
2019-08-14,TRC,75.87,BUY,12,7280,8480
2019-08-14,DTD,75.2,BUY,13,5880,7210
2019-08-14,NTC,74.32,BUY,14,92800,102930
2019-08-14,BAX,73.99,BUY,15,36580,42020
2019-08-14,VGI,73.61,BUY,16,31540,37470
2019-08-14,HDC,73.5,BUY,17,5420,6140
2019-08-14,GEG,72.97,BUY,18,17260,19780
2019-08-14,GVR,72.89,BUY,19,13280,15010
2019-08-14,VCS,72.22,BUY,20,53880,60360
2019-08-14,SZL,72.19,BUY,21,13210,15330
2019-08-14,DAH,72.18,BUY,22,12750,14500
2019-08-14,DPG,71.75,BUY,23,18120,20070
2019-08-14,PHR,71.64,BUY,24,25620,28620
2019-08-14,VRG,71.03,BUY,25,9760,11220
2019-08-14,IJC,70.87,BUY,26,5980,6720
2019-08-14,D2D,70.38,BUY,27,28650,32180
2019-08-14,VEC,70.26,BUY,28,14950,18070
2019-08-14,NAF,70.12,BUY,29,15910,17280
2019-08-14,TTN,68.75,BUY,30,6060,6930
2019-08-14,NKG,48.97,HOLD,31,2970,2980
2019-08-14,DPR,48.84,HOLD,32,13450,13520
2019-08-14,TPB,48.83,HOLD,33,6390,6400
2019-08-14,CTG,48.72,HOLD,34,9260,9270
2019-08-14,VGC,48.66,HOLD,35,13420,13430
2019-08-14,DHC,48.62,HOLD,36,12240,12250
2019-08-14,MFS,48.17,HOLD,37,18070,18100
2019-08-14,DGC,47.94,HOLD,38,6580,6590
2019-08-14,SCR,47.85,HOLD,39,5870,5880
2019-08-14,BMI,47.79,HOLD,40,12430,12440
2019-08-14,TAR,47.78,HOLD,41,20530,20540
2019-08-14,HVH,47.23,HOLD,42,16450,16460
2019-08-14,CRE,47.16,HOLD,43,6650,6660
2019-08-14,VC3,46.94,HOLD,44,6730,6740
2019-08-14,DRC,46.86,HOLD,45,10530,10540
2019-08-14,BFC,32.21,SELL,46,8780,8090
2019-08-14,BSR,31.76,SELL,47,5540,5120
2019-08-14,HUT,31.24,SELL,48,2290,2060
2019-08-14,HHP,31.02,SELL,49,8900,8180
2019-08-14,ART,29.4,SELL,50,2170,1950
2019-08-14,IDI,28.58,SELL,51,3890,3580
2019-08-14,MPT,28.27,SELL,52,1980,1780
2019-08-14,VGT,28.25,SELL,53,7480,6850
2019-08-14,SRC,27.69,SELL,54,12750,11010
2019-08-14,SJF,27.5,SELL,55,2930,2550
2019-08-14,TLD,27.03,SELL,56,4380,4060
2019-08-14,BHA,25.21,SELL,57,9610,7430
2019-08-14,VNE,21.96,SELL,58,3080,2640
2019-08-14,SFG,21.23,SELL,59,7160,6130
2019-08-14,YEG,15.3,SELL,60,25630,20010
2019-08-15,CTR,85.89,BUY,1,19510,25170
2019-08-15,SCI,84.1,BUY,2,7300,9400
2019-08-15,CCL,83.37,BUY,3,4010,4970
2019-08-15,SNZ,83.03,BUY,4,23530,30860
2019-08-15,C69,82.97,BUY,5,15190,19600
2019-08-15,NHH,81.49,BUY,6,18520,25000
2019-08-15,L14,81.4,BUY,7,36350,42330
2019-08-15,BAX,79.6,BUY,8,36280,42740
2019-08-15,TIP,79.1,BUY,9,17550,21180
2019-08-15,IJC,79.07,BUY,10,6000,7000
2019-08-15,NTC,78.8,BUY,11,92800,104680
2019-08-15,VRG,78.42,BUY,12,9390,11270
2019-08-15,HTM,77.31,BUY,13,14230,17360
2019-08-15,LMH,76.42,BUY,14,15040,17150
2019-08-15,SAS,76.18,BUY,15,27230,35170
2019-08-15,TRC,74.81,BUY,16,7160,8310
2019-08-15,DTD,74.79,BUY,17,5770,7050
2019-08-15,PHR,73.18,BUY,18,25330,28510
2019-08-15,TTN,72.52,BUY,19,6110,7150
2019-08-15,GVR,72.05,BUY,20,13460,15140
2019-08-15,SZC,71.74,BUY,21,13020,14720
2019-08-15,VCS,71.64,BUY,22,55870,62480
2019-08-15,VEC,71.44,BUY,23,13760,16870
2019-08-15,BDT,71.16,BUY,24,13470,16190
2019-08-15,MWG,71.11,BUY,25,36710,39960
2019-08-15,TVC,70.68,BUY,26,11550,12410
2019-08-15,HDC,70.66,BUY,27,5300,5940
2019-08-15,ITC,68.68,BUY,28,9870,10890
2019-08-15,DAH,68.64,BUY,29,12920,14270
2019-08-15,D2D,68.57,BUY,30,28500,31620
2019-08-15,QCG,48.58,HOLD,31,4710,4720
2019-08-15,LGL,48.05,HOLD,32,8660,8670
2019-08-15,SKG,47.87,HOLD,33,8190,8200
2019-08-15,LHG,47.8,HOLD,34,11580,11590
2019-08-15,AAA,47.73,HOLD,35,12730,12740
2019-08-15,VCG,47.71,HOLD,36,13860,13870
2019-08-15,DBD,47.69,HOLD,37,20040,20050
2019-08-15,GMD,47.46,HOLD,38,17420,17430
2019-08-15,SAM,47.37,HOLD,39,6430,6440
2019-08-15,STB,47.28,HOLD,40,10110,10120
2019-08-15,WSB,46.97,HOLD,41,26190,26200
2019-08-15,VND,46.85,HOLD,42,2730,2740
2019-08-15,IDC,46.8,HOLD,43,9700,9710
2019-08-15,DCM,46.77,HOLD,44,4780,4790
2019-08-15,PVC,46.64,HOLD,45,4620,4630
2019-08-15,VNG,31.85,SELL,46,18180,17000
2019-08-15,SHS,31.38,SELL,47,2450,2280
2019-08-15,LDG,31.35,SELL,48,7420,6800
2019-08-15,PC1,30.63,SELL,49,6500,5980
2019-08-15,SJS,30.51,SELL,50,6580,6050
2019-08-15,ASM,30.4,SELL,51,3080,2830
2019-08-15,HUT,30.06,SELL,52,2290,2040
2019-08-15,SRA,29.44,SELL,53,6940,6360
2019-08-15,VNE,27.8,SELL,54,3150,2790
2019-08-15,BSR,27.5,SELL,55,5480,4950
2019-08-15,MPT,27.21,SELL,56,2080,1840
2019-08-15,IDI,27.14,SELL,57,3910,3580
2019-08-15,BHA,26.73,SELL,58,9610,7430
2019-08-15,SFG,23.76,SELL,59,7150,6220
2019-08-15,YEG,13.5,SELL,60,26640,20320
2019-08-16,CTR,84.42,BUY,1,21580,27950
2019-08-16,CCL,83.12,BUY,2,4000,4950
2019-08-16,TIP,82.74,BUY,3,18410,22740
2019-08-16,SCI,81.78,BUY,4,7390,9380
2019-08-16,HTM,81.76,BUY,5,14030,17590
2019-08-16,SNZ,81.17,BUY,6,24010,31020
2019-08-16,L14,80.69,BUY,7,37250,43260
2019-08-16,SZL,80.63,BUY,8,13860,16830
2019-08-16,SAS,80.2,BUY,9,28000,37270
2019-08-16,C69,79.85,BUY,10,15330,19320
2019-08-16,TRC,77.53,BUY,11,7200,8470
2019-08-16,HDC,76.68,BUY,12,5310,6110
2019-08-16,DPG,75.19,BUY,13,17730,19970
2019-08-16,IJC,74.59,BUY,14,5940,6790
2019-08-16,NTC,74.24,BUY,15,94140,104440
2019-08-16,BCM,73.54,BUY,16,28700,33340
2019-08-16,VCS,73.21,BUY,17,56440,63530
2019-08-16,NHH,72.79,BUY,18,18800,23700
2019-08-16,BAX,72.73,BUY,19,37730,43170
2019-08-16,TTN,72.51,BUY,20,6200,7250
2019-08-16,MWG,72.35,BUY,21,37050,40470
2019-08-16,DAH,72.1,BUY,22,12870,14410
2019-08-16,GVR,71.9,BUY,23,13640,15330
2019-08-16,NAF,71.84,BUY,24,15980,17580
2019-08-16,GEG,71.51,BUY,25,17380,19770
2019-08-16,PHR,70.87,BUY,26,26360,29310
2019-08-16,VRG,70.22,BUY,27,9640,11040
2019-08-16,CMG,70.05,BUY,28,16430,18580
2019-08-16,ITC,69.6,BUY,29,9870,10930
2019-08-16,DTD,69.49,BUY,30,5670,6670
2019-08-16,CSC,49.36,HOLD,31,7870,7960
2019-08-16,VHM,49.33,HOLD,32,29550,29730
2019-08-16,FCN,49.14,HOLD,33,10640,10670
2019-08-16,SAB,49.13,HOLD,34,99390,99560
2019-08-16,BID,49.11,HOLD,35,17620,17660
2019-08-16,CRE,48.23,HOLD,36,6650,6660
2019-08-16,PDR,48.15,HOLD,37,10300,10310
2019-08-16,LCG,48.06,HOLD,38,4050,4060
2019-08-16,VPB,47.96,HOLD,39,6160,6170
2019-08-16,ACV,47.92,HOLD,40,48800,48810
2019-08-16,VPG,47.86,HOLD,41,7470,7480
2019-08-16,SKG,47.69,HOLD,42,8050,8060
2019-08-16,CVT,47.42,HOLD,43,17770,17780
2019-08-16,SAM,47.31,HOLD,44,6390,6400
2019-08-16,DAG,47.18,HOLD,45,6130,6140
2019-08-16,SHS,30.67,SELL,46,2390,2220
2019-08-16,APC,29.49,SELL,47,23810,21820
2019-08-16,HUT,28.98,SELL,48,2290,2030
2019-08-16,ASM,28.73,SELL,49,3070,2800
2019-08-16,BFC,27.5,SELL,50,8810,7910
2019-08-16,SRC,27.28,SELL,51,13580,11620
2019-08-16,DPM,27.18,SELL,52,4380,4030
2019-08-16,HHS,27.12,SELL,53,2050,1890
2019-08-16,HCM,26.61,SELL,54,5580,5110
2019-08-16,BSR,26.52,SELL,55,5370,4830
2019-08-16,IDI,26.41,SELL,56,3890,3550
2019-08-16,SFG,24.36,SELL,57,7140,6230
2019-08-16,MPT,23.87,SELL,58,2080,1800
2019-08-16,SJF,20.5,SELL,59,2860,2460
2019-08-16,YEG,16.27,SELL,60,25910,20170
2019-08-19,CTR,84.21,BUY,1,21310,27580
2019-08-19,SNZ,83.56,BUY,2,24310,31920
2019-08-19,L14,81.79,BUY,3,40500,48230
2019-08-19,CCL,81.71,BUY,4,4220,5160
2019-08-19,HTM,80.12,BUY,5,14040,17350
2019-08-19,NHH,80.01,BUY,6,18130,24130
2019-08-19,SCI,79.47,BUY,7,7580,9470
2019-08-19,NTC,79.08,BUY,8,95250,106970
2019-08-19,TIP,78.84,BUY,9,18060,21650
2019-08-19,SAS,78.44,BUY,10,27490,36040
2019-08-19,VGI,77.7,BUY,11,34570,41800
2019-08-19,C69,77.0,BUY,12,15360,18760
2019-08-19,DAH,76.08,BUY,13,13750,15770
2019-08-19,GVR,75.12,BUY,14,13640,15560
2019-08-19,SZL,75.02,BUY,15,14190,16700
2019-08-19,TTN,74.93,BUY,16,6290,7460
2019-08-19,SZC,74.05,BUY,17,13290,15190
2019-08-19,VCS,73.79,BUY,18,56130,63360
2019-08-19,MWG,73.16,BUY,19,36210,39790
2019-08-19,TRC,73.06,BUY,20,7250,8350
2019-08-19,HDC,72.74,BUY,21,5350,6040
2019-08-19,GEG,72.09,BUY,22,17710,20120
2019-08-19,DTD,71.05,BUY,23,5950,7100
2019-08-19,PHR,70.95,BUY,24,26210,29170
2019-08-19,LMH,70.92,BUY,25,16070,17980
2019-08-19,BAX,70.72,BUY,26,37460,42420
2019-08-19,VEF,69.99,BUY,27,86320,94200
2019-08-19,NAF,69.93,BUY,28,15980,17450
2019-08-19,VIB,69.54,BUY,29,3690,4030
2019-08-19,IJC,69.11,BUY,30,5950,6610
2019-08-19,AST,48.51,HOLD,31,45880,45890
2019-08-19,BWE,48.3,HOLD,32,18830,18840
2019-08-19,DRC,48.23,HOLD,33,11050,11060
2019-08-19,TDH,48.19,HOLD,34,7790,7800
2019-08-19,VTP,48.05,HOLD,35,37990,38000
2019-08-19,ILB,47.69,HOLD,36,10350,10360
2019-08-19,PLX,47.52,HOLD,37,47960,47970
2019-08-19,FCN,47.39,HOLD,38,10570,10580
2019-08-19,HPX,47.33,HOLD,39,17410,17420
2019-08-19,DRH,47.31,HOLD,40,5170,5180
2019-08-19,GAS,47.04,HOLD,41,60890,60900
2019-08-19,SCR,46.83,HOLD,42,5710,5720
2019-08-19,HPG,46.6,HOLD,43,7020,7030
2019-08-19,CEO,46.42,HOLD,44,6700,6710
2019-08-19,VNM,46.15,HOLD,45,71520,71530
2019-08-19,PXL,30.98,SELL,46,5150,4730
2019-08-19,VGT,30.91,SELL,47,7400,6860
2019-08-19,HUT,30.82,SELL,48,2290,2070
2019-08-19,SRA,29.93,SELL,49,6810,6250
2019-08-19,DPM,29.81,SELL,50,4360,4050
2019-08-19,MPC,29.4,SELL,51,10230,9080
2019-08-19,SSI,28.62,SELL,52,5580,5130
2019-08-19,DXG,27.68,SELL,53,8250,7260
2019-08-19,BSR,27.2,SELL,54,5430,4890
2019-08-19,VNE,26.91,SELL,55,3260,2850
2019-08-19,C4G,26.8,SELL,56,4050,3660
2019-08-19,SJF,26.5,SELL,57,2920,2630
2019-08-19,MPT,22.86,SELL,58,2080,1790
2019-08-19,SFG,22.14,SELL,59,7320,6290
2019-08-19,YEG,14.92,SELL,60,24530,18800
2019-08-20,SCI,85.03,BUY,1,7390,9530
2019-08-20,CTR,84.39,BUY,2,21330,27640
2019-08-20,SNZ,84.22,BUY,3,24800,32540
2019-08-20,NHH,83.52,BUY,4,18600,25360
2019-08-20,IJC,82.54,BUY,5,6360,7570
2019-08-20,L14,81.33,BUY,6,43290,51580
2019-08-20,SAS,80.31,BUY,7,28200,36820
2019-08-20,CCL,79.41,BUY,8,4230,5110
2019-08-20,MWG,78.92,BUY,9,36390,40830
2019-08-20,SZL,78.77,BUY,10,14210,17070
2019-08-20,HDC,78.31,BUY,11,5710,6670
2019-08-20,HTM,77.33,BUY,12,15730,19530
2019-08-20,VCS,76.77,BUY,13,56860,64640
2019-08-20,TIP,76.73,BUY,14,17540,20590
2019-08-20,VGI,75.45,BUY,15,34580,41230
2019-08-20,TRC,75.08,BUY,16,7270,8440
2019-08-20,SZC,74.84,BUY,17,13410,15340
2019-08-20,DAH,73.9,BUY,18,14690,16720
2019-08-20,GEG,73.8,BUY,19,17710,20290
2019-08-20,C69,73.19,BUY,20,15770,18540
2019-08-20,GVR,71.69,BUY,21,13550,15200
2019-08-20,HAH,71.25,BUY,22,3890,4350
2019-08-20,NTC,69.67,BUY,23,96050,104250
2019-08-20,TVB,68.97,BUY,24,10410,11270
2019-08-20,BCM,68.54,BUY,25,28890,32580
2019-08-20,DPG,67.97,BUY,26,18540,20190
2019-08-20,PXS,67.94,BUY,27,6140,6680
2019-08-20,TTN,67.59,BUY,28,6210,7000
2019-08-20,DTD,67.53,BUY,29,5810,6760
2019-08-20,NAF,67.33,BUY,30,15890,17180
2019-08-20,BOT,48.5,HOLD,31,53750,53760
2019-08-20,NKG,48.49,HOLD,32,2900,2910
2019-08-20,AAA,48.37,HOLD,33,12550,12560
2019-08-20,OGC,48.2,HOLD,34,4080,4090
2019-08-20,TNI,48.13,HOLD,35,10260,10270
2019-08-20,VGC,48.11,HOLD,36,13150,13160
2019-08-20,VHM,48.05,HOLD,37,29620,29630
2019-08-20,NBB,47.89,HOLD,38,16960,16970
2019-08-20,TGG,47.87,HOLD,39,3440,3450
2019-08-20,CSM,47.86,HOLD,40,12480,12490
2019-08-20,HDB,47.77,HOLD,41,5190,5200
2019-08-20,LHG,47.68,HOLD,42,12110,12120
2019-08-20,ILB,47.61,HOLD,43,10400,10410
2019-08-20,BID,47.58,HOLD,44,18410,18420
2019-08-20,BVH,47.46,HOLD,45,64740,64750
2019-08-20,ASM,31.53,SELL,46,3070,2840
2019-08-20,MPT,30.15,SELL,47,2080,1870
2019-08-20,ANV,30.09,SELL,48,9650,8880
2019-08-20,TTH,30.01,SELL,49,2920,2630
2019-08-20,DPM,29.83,SELL,50,4350,4050
2019-08-20,HT1,29.7,SELL,51,11140,10510
2019-08-20,BSR,27.9,SELL,52,5430,4910
2019-08-20,NVB,27.88,SELL,53,5800,5320
2019-08-20,MPC,26.98,SELL,54,10080,8810
2019-08-20,ART,25.45,SELL,55,2170,1900
2019-08-20,SJF,24.98,SELL,56,2920,2630
